Rank,Name,Team,Pos,AVG,ESPN,CBS,Yahoo,Underdog,Fantrax,ESPN AAV,Status,Injury,Year
224,Michael Gbinije,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Chinanu Onuaku,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Isaia Cordinier,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Tyrone Wallace,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Daniel Ochefu,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Sindarius Thornwell,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Skylar Mays,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Denzel Valentine,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Aaron Henry,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Ryan Arcidiacono,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Rade Zagorac,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Paul Zipser,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Ron Baker,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Kobi Simmons,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Isaac Humphries,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Abdel Nader,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Andrew White,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Frank Jackson,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Dusty Hannahs,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Billy Garrett,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Rodney Purvis,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Issuf Sanon,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Tyler Davis,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Terrance Ferguson,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Daryl Macon,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Okaro White,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Xavier Rathan-Mayes,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Drew Gordon,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,E'Twaun Moore,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Eric Griffin,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Glenn Robinson,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Luka Mitrovic,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Chris McCullough,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Nicolas Brussino,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Cheick Diallo,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Tim Frazier,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Cleanthony Early,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Rashad Vaughn,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Jeff Teague,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Lance Stephenson,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,C.J. Miles,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Langston Galloway,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Jack White,OKC,F,140.0,140,-,-,-,-,-1.0,,,22
224,Cam Reynolds,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Vit Krejci,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Ashton Hagans,POR,G,140.0,140,-,-,-,-,-1.0,,,22
224,Jarron Cumberland,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Jeff Dowtin,TOR,G,140.0,140,-,-,-,-,-1.0,,,22
224,Devin Cannady,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Chris Clemons,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Xavier Sneed,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Angel Delgado,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Jordan Bone,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Moses Wright,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Balsa Koprivica,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Chaundee Brown,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Trent Forrest,ATL,G,140.0,140,-,-,-,-,-1.0,,,22
224,Tyrese Martin,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Ismael Kamagate,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Freddie Gillespie,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Josh Hall,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Tremont Waters,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,DeVaughn Akoon-Purcell,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Didi Louzada,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Juwan Morgan,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Zylan Cheatham,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Xavier Moon,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,MJ Walker,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Scottie Lewis,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Jordan Loyd,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,McKinley Wright,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Ray Spalding,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Khyri Thomas,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Amile Jefferson,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Antonius Cleveland,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,D.J. Wilson,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Carsen Edwards,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Gabriel Deck,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Ryan Rollins,WAS,G,140.0,140,-,-,-,-,-1.0,,,22
224,Javin DeLaurier,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Matteo Spagnolo,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,David Duke,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Mason Jones,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Josh Magette,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Nicolas Laprovittola,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Isaiah Briscoe,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Frank Mason,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Carlik Jones,CHI,G,140.0,140,-,-,-,-,-1.0,,,22
224,Mychal Mulder,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Jamel Artis,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Alize Johnson,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Keenan Evans,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Jerome Robinson,GSW,G,140.0,140,-,-,-,-,-1.0,,,22
224,Brandon Sampson,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Miye Oni,ORL,G,140.0,140,-,-,-,-,-1.0,,,22
224,Isaiah Hicks,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Ky Bowman,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Juhann Begarin,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Marko Guduric,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Trevor Keels,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Yannick Nzosa,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Kevin Pangos,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Jamorko Pickett,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Cameron McGriff,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Marcus Zegarowski,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Matt Thomas,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Georgios Kalaitzakis,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Yam Madar,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Zavier Simpson,DET,G,140.0,140,-,-,-,-,-1.0,,,22
224,Tyrell Terry,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Jaime Echenique,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Cassius Winston,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Daniel Oturu,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Elijah Hughes,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Gabriele Procida,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Deividas Sirvydis,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Jaylen Hands,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Greg Whittington,FA,F,140.0,140,-,-,-,-,0.04,,,22
224,Aaron White,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Marcus Thornton,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Cady Lalanne,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Vince Hunter,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Jahlil Okafor,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Damien Inglis,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Willie Cauley-Stein,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Petr Cornelie,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Cat Barber,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Henry Ellenson,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Marshall Plumlee,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Isaiah Taylor,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Georgios Papagiannis,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Zhou Qi,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Joe Chealey,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Keith Appling,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Shayne Whittington,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Marcus Derrickson,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Jared Terrell,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Nemanja Bjelica,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Archie Goodwin,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Lucas Nogueira,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Greg Monroe,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Alex Kirk,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Darren Collison,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Isaiah Thomas,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Rodney Hood,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Walter Tavares,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Matthew Dellavedova,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Joffrey Lauvergne,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Zoran Dragic,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Trey McKinney-Jones,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Hollis Thompson,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Anthony Lamb,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Jorge Gutierrez,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Briante Weber,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Jonathon Simmons,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Dimitrios Agravanis,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Keifer Sykes,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Darrun Hilliard,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Tyler Harvey,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Jake Layman,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Marcus Eriksson,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Aaron Harrison,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Justinian Jessup,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Grant Riller,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Reggie Perry,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Bryce McGowens,CHA,G,140.0,140,-,-,-,-,-1.0,,,22
224,David Johnson,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Jarnell Stokes,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Jordan Goodwin,PHO,G,140.0,140,-,-,-,-,-1.0,,,22
224,Jarrod Uthoff,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Jameel Warney,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Zach Norvell,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Yante Maten,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Thomas Welsh,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Vincent Edwards,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Melvin Frazier,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Omari Spellman,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Alex Poythress,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Phil Pressey,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Scotty Hopson,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Ed Davis,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,J.J. Barea,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Justin Patton,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Jalen Jones,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Alec Peters,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Shane Larkin,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Feron Hunt,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Myke Henry,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Tahjere McCall,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Kelan Martin,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Dakota Mathias,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,B.J. Johnson,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Zach Lofton,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Kevin Hervey,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Zhaire Smith,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Jemerrio Jones,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Chris Silva,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Moses Brown,POR,C,140.0,140,-,-,-,-,-1.0,,,22
224,Nicolo Melli,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Justin Robinson,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Cameron Oliver,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,RJ Nembhard,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Brad Wanamaker,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Jarrett Culver,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Vanja Marinkovic,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Khalifa Diop,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Micah Potter,UTA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Mangok Mathiang,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Tyler Cavanaugh,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Derrick Walton,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Alfonzo McKinnie,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Malik Newman,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Trevon Duval,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Allonzo Trier,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Jordan Bell,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Ryan Broekhoff,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Mitch Creek,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Johnathan Williams,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Luka Samanic,UTA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Jay Scrubb,BOS,G,140.0,140,-,-,-,-,-1.0,,,22
224,Keljin Blevins,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Orlando Robinson,MIA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Marques Bolden,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Justin Jackson,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Nigel Hayes-Davis,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,James McAdoo,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Coty Clarke,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Jamil Wilson,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Axel Toupane,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Salah Mejri,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Nikola Radicevic,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Chasson Randle,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,David Stockton,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Arturas Gudaitis,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Justin Anderson,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Joe Young,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Tyler Johnson,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Stephen Zimmerman,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Ben Bentil,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Timothe Luwawu-Cabarrot,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Dani Diez,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Marcus Paige,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,K.J. McDaniels,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Lamar Patterson,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Rawle Alkins,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Grant Jerrett,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Rajon Rondo,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Shaquille Harrison,MEM,G,140.0,140,-,-,-,-,-1.0,,,22
224,C.J. Williams,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Vincent Poirier,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,DeAndre Daniels,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Wang Zhelin,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,A.J. Hammons,FA,C,140.0,140,-,-,-,-,-1.0,,,22
224,Antonio Blakeney,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Alpha Kaba,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Kay Felder,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Bryce Cotton,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Aaron Craft,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Matt Costello,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Russ Smith,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Rodions Kurucs,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Deonte Burton,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Admiral Schofield,ORL,F,140.0,140,-,-,-,-,-1.0,,,22
224,Jalen Lecque,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Yves Pons,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Hugo Besson,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Luke Travers,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Jay Huff,DEN,C,140.0,140,-,-,-,-,-1.0,,,22
224,Marial Shayok,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Paul Watson,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Naz Mitrou-Long,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Gian Clavell,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Jacob Wiley,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Elie Okobo,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Mindaugas Kuzminskas,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Richard Solomon,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Josh Gray,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Sean McDermott,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Justin James,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Nate Darling,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Ben McLemore,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Will Cherry,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Dante Exum,DAL,G,140.0,140,-,-,-,-,-1.0,,,22
224,Larry Drew,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,James Ennis,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Pierre Jackson,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Sam Merrill,CLE,G,140.0,140,-,-,-,-,-1.0,,,22
224,Mike Scott,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Nate Wolters,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Joe Johnson,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Monta Ellis,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Tyler Bey,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Cassius Stanley,FA,G,140.0,140,-,-,-,-,-1.0,,,22
224,Nico Mannion,FA,G,140.0,140,-,-,-,-,0.04,,,22
224,Darius Miller,FA,F,140.0,140,-,-,-,-,-1.0,,,22
224,Mitch McGary,FA,F,140.0,140,-,-,-,-,-1.0,,,22
153,Kevin Love,MIA,F,140.3,138.25,109.23,136.4,169.9,147.67,0.04,,,22
117,Brook Lopez,MIL,C,141.0,115.42,143.23,120.2,189.1,137.03,1.04,,,22
148,Bogdan Bogdanovic,ATL,G,141.2,138.04,126.75,135.1,146.3,160.02,0.08,,,22
221,Will Barton,FA,F,141.6,140,117.34,146,153.1,151.35,-1.0,,,22
136,Dorian Finney-Smith,BKN,F,142.4,139.68,145.24,130.1,151.6,145.35,-1.0,,,22
111,Mo Bamba,PHI,C,142.9,137.87,150.88,113.1,157.7,155.02,-1.0,,,22
130,Jaden McDaniels,MIN,F,144.0,138.3,-,127.8,164.3,145.73,-1.0,,,22
118,De'Anthony Melton,PHI,G,144.3,137.7,-,120.3,174.8,144.53,0.04,,,22
206,Kevin Huerter,SAC,G,144.4,132.77,141.81,141.4,147.7,158.47,0.16,,,22
180,Tim Hardaway,DAL,G,144.5,137.85,128.54,139.5,152.6,163.76,0.04,,,22
158,Jonathan Kuminga,GSW,F,145.0,139.16,-,137.5,136.2,167.13,-1.0,,,22
216,Jalen Williams,OKC,F,145.5,137.84,-,143.3,141.5,159.22,-1.0,,,22
185,Isaiah Hartenstein,NYK,C,145.5,139.38,-,139.7,161.7,141.04,0.04,,,22
171,Kelly Olynyk,UTA,C,145.6,137.22,142.78,138.7,174.5,134.56,0.04,,,22
214,Davion Mitchell,SAC,G,146.0,138.49,154.41,142.7,140.4,154.18,0.04,,,22
142,Kevon Looney,GSW,C,146.4,138.55,-,133,190.7,123.21,-1.0,,,22
189,Victor Oladipo,OKC,G,146.9,138.83,144.65,140,166,145.11,0.04,,,22
143,Robert Covington,LAC,F,147.0,140,-,133.2,180.1,134.67,-1.0,,,22
206,Immanuel Quickley,NYK,G,147.1,137.83,143.94,141.4,150.7,161.81,-1.0,,,22
168,Obi Toppin,IND,F,147.2,139.99,143.86,138.5,146.5,166.9,-1.0,,,22
201,Derrick White,BOS,G,148.0,136.74,151.56,141,156.9,153.79,0.08,,,22
220,Patrick Williams,CHI,F,148.2,139.53,149.71,145,155.2,151.43,-1.0,,,22
125,Onyeka Okongwu,ATL,C,148.7,139.2,-,123.8,171.1,160.84,-1.0,,,22
145,Andre Drummond,CHI,C,148.8,138.03,131.77,134.3,163.1,176.92,-1.0,,,22
203,Walker Kessler,UTA,C,148.9,137.63,148.42,141.1,186.2,131.08,0.04,,,22
216,Markelle Fultz,ORL,G,149.9,137.9,134.51,143.3,154.4,179.33,-1.0,,,22
156,Evan Fournier,NYK,G,150.4,140,140.31,136.6,164.2,170.76,-1.0,,,22
186,Jalen Duren,DET,C,151.0,138.85,140.46,139.8,173.1,162.93,-1.0,,,22
189,Aleksej Pokusevski,OKC,F,151.2,139.69,147.12,140,180,149.09,-1.0,,,22
224,Joshua Primo,FA,G,151.3,140,156.2,-,134.3,174.86,-1.0,,,22
126,Alex Caruso,CHI,G,151.4,138.63,-,124,179.7,163.37,-1.0,,,22
219,Darius Bazley,BKN,F,151.5,140,150.26,144,157,166.34,-1.0,,,22
223,Bruce Brown,IND,G,151.5,137.22,-,148.3,165.8,154.72,0.04,,,22
160,Patrick Beverley,PHI,G,152.8,139.46,154.83,137.7,181.2,150.7,-1.0,,,22
193,Mason Plumlee,LAC,C,153.3,137.44,143.99,140.3,186.2,158.63,0.12,,,22
155,JaVale McGee,SAC,C,153.9,140,-,136.5,189.2,149.92,-1.0,,,22
200,Kendrick Nunn,FA,G,154.2,140,137.88,140.9,183.4,168.98,-1.0,,,22
191,Malik Monk,SAC,G,154.2,137.32,-,140.2,188.8,150.44,0.04,,,22
166,Precious Achiuwa,TOR,C,154.2,139.73,-,138.4,186.5,152.3,-1.0,,,22
165,Montrezl Harrell,PHI,C,154.3,139.22,148.85,138.3,180.4,164.96,-1.0,,,22
161,Marvin Bagley,DET,C,154.7,138.55,147.47,138,191.2,158.21,0.08,,,22
161,Chris Boucher,TOR,F,155.6,139.53,-,138,190.7,153.97,0.04,,,22
198,Thomas Bryant,MIA,C,155.7,139.37,148.66,140.7,188.9,160.87,-1.0,,,22
204,Malik Beasley,MIL,G,156.3,139.02,149.78,141.3,175.8,175.77,0.12,,,22
196,Santi Aldama,MEM,F,156.7,139.38,-,140.6,187.4,159.36,-1.0,,,22
168,Seth Curry,DAL,G,157.6,135.36,-,138.5,178.7,177.75,0.08,,,22
193,Kentavious Caldwell-Pope,DEN,G,158.5,139.36,159.76,140.3,187.4,165.68,-1.0,,,22
159,Trey Murphy,NOP,F,158.7,139.47,-,137.6,186.7,170.95,-1.0,,,22
224,Talen Horton-Tucker,UTA,F,158.9,139.68,-,-,173.2,163.88,-1.0,,,22
141,Richaun Holmes,DAL,C,159.6,140,-,132.7,191.7,174.08,-1.0,,,22
210,Jonathan Isaac,ORL,F,159.7,139.46,144.15,141.6,181.2,192.03,-1.0,,,22
