"Player ID","Round","Pick","Ov Pick","Pos","Player","Team","Fantasy Team","Time (PST)"
"*0621l*",5,5,53,"C","Walker Kessler","UTA","Religulous LV","Oct 5, 2023 11:38:09"
"*05uie*",5,6,54,"F","Scottie Barnes","TOR","All Gas No Brakes","Oct 5, 2023 11:48:33"
"*02nf3*",5,7,55,"G","Bradley Beal","PHO","Death Triangle Offense","Oct 5, 2023 11:48:34"
"*03ad2*",5,8,56,"C","Myles Turner","IND","new team 119","Oct 6, 2023 12:31:55"
"*051oi*",5,9,57,"G","Ja Morant","MEM","Luck of the Green","Oct 6, 2023 12:50:40"
"*049kd*",5,10,58,"C","Deandre Ayton","POR","Donkey is Cute","Oct 6, 2023 1:27:52"
"*04ewr*",5,11,59,"F","Kyle Kuzma","WAS","LebronDaGoat","Oct 6, 2023 1:42:15"
"*05uig*",5,12,60,"G","Josh Giddey","OKC","THT","Oct 6, 2023 2:11:20"
"*06210*",6,1,61,"F","Paolo Banchero","ORL","THT","Oct 6, 2023 2:11:27"
"*051ot*",6,2,62,"G","Tyler Herro","MIA","LebronDaGoat","Oct 6, 2023 2:27:55"
"*05uii*",6,3,63,"F","Franz Wagner","ORL","Donkey is Cute","Oct 6, 2023 2:44:23"
"*06211*",6,4,64,"F","Chet Holmgren","OKC","Luck of the Green","Oct 6, 2023 2:46:28"
"*04ewm*",6,5,65,"C","Jarrett Allen","CLE","new team 119","Oct 6, 2023 3:44:10"
"*04qs1*",6,6,66,"G","Anfernee Simons","POR","Death Triangle Offense","Oct 6, 2023 3:44:11"
"*03aq2*",6,7,67,"F","Jerami Grant","POR","All Gas No Brakes","Oct 6, 2023 3:53:10"
"*03nwl*",6,8,68,"G","Terry Rozier","CHA","Religulous LV","Oct 6, 2023 4:16:30"
"*02xg9*",6,9,69,"C","Rudy Gobert","MIN","Belco Big Dogs","Oct 6, 2023 4:18:33"
"*05qtr*",6,10,70,"G","Devin Vassell","SA","Illuminati Bees","Oct 6, 2023 4:22:58"
"*04ewk*",6,11,71,"F","John Collins","UTA","Snoopadelics","Oct 6, 2023 4:36:23"
"*031lx*",6,12,72,"G","CJ McCollum","NO","new team 69","Oct 6, 2023 4:36:48"
"*042n6*",7,1,73,"C","Jakob Poeltl","TOR","new team 69","Oct 6, 2023 4:36:51"
"*04ewn*",7,2,74,"F","OG Anunoby","TOR","Snoopadelics","Oct 6, 2023 4:53:28"
"*0621b*",7,3,75,"G","Jalen Williams","OKC","Illuminati Bees","Oct 6, 2023 4:53:29"
"*051or*",7,4,76,"F","Cameron Johnson","BKN","Belco Big Dogs","Oct 6, 2023 5:09:02"
"*04qrl*",7,5,77,"C","Wendell Carter","ORL","Religulous LV","Oct 6, 2023 5:09:11"
"*04qrp*",7,6,78,"F","Miles Bridges","CHA","All Gas No Brakes","Oct 6, 2023 5:16:19"
"*027ou*",7,7,79,"G","Klay Thompson","GS","Death Triangle Offense","Oct 6, 2023 5:23:33"
"*03e74*",7,8,80,"G","Spencer Dinwiddie","BKN","new team 119","Oct 6, 2023 8:22:31"
"*0017e*",7,9,81,"G","Chris Paul","GS","Luck of the Green","Oct 6, 2023 8:22:33"
"*03ad0*",7,10,82,"G","Tyus Jones","WAS","Donkey is Cute","Oct 6, 2023 8:22:42"
"*03lg1*",7,11,83,"G","Ben Simmons","BKN","LebronDaGoat","Oct 6, 2023 10:32:06"
"*06cdn*",7,12,84,"G","Scoot Henderson","POR","THT","Oct 6, 2023 1:15:32"
"*05uic*",8,1,85,"G","Jalen Green","HOU","THT","Oct 6, 2023 1:16:37"
"*02ym0*",8,2,86,"F","Andrew Wiggins","GS","LebronDaGoat","Oct 6, 2023 1:25:21"
"*02ng3*",8,3,87,"F","Khris Middleton","MIL","Donkey is Cute","Oct 6, 2023 1:42:33"
"*049s6*",8,4,88,"G","Markelle Fultz","ORL","Luck of the Green","Oct 6, 2023 1:57:54"
"*06212*",8,5,89,"F","Jabari Smith","HOU","new team 119","Oct 6, 2023 5:26:06"
"*051pi*",8,6,90,"F","Daniel Gafford","WAS","Death Triangle Offense","Oct 6, 2023 5:26:47"
"*02nfz*",8,7,91,"F","Draymond Green","GS","All Gas No Brakes","Oct 6, 2023 5:58:27"
"*0621e*",8,8,92,"C","Mark Williams","CHA","Religulous LV","Oct 6, 2023 5:58:28"
"*005kc*",8,9,93,"G","Russell Westbrook","LAC","Belco Big Dogs","Oct 6, 2023 6:09:36"
"*05uus*",8,10,94,"G","Austin Reaves","LAL","Illuminati Bees","Oct 6, 2023 6:09:37"
"*005ki*",8,11,95,"C","Brook Lopez","MIL","Snoopadelics","Oct 6, 2023 6:16:14"
"*027p4*",8,12,96,"F","Tobias Harris","PHI","new team 69","Oct 6, 2023 6:16:31"
"*0621c*",9,1,97,"C","Jalen Duren","DET","new team 69","Oct 6, 2023 6:18:32"
"*03ad4*",9,2,98,"G","D'Angelo Russell","LAL","Snoopadelics","Oct 6, 2023 6:19:41"
"*05qtq*",9,3,99,"G","Tre Jones","SA","Illuminati Bees","Oct 6, 2023 6:19:42"
"*04qrr*",9,4,100,"F","Michael Porter","DEN","Belco Big Dogs","Oct 6, 2023 7:08:29"
"*03e6s*",9,5,101,"C","Clint Capela","ATL","Religulous LV","Oct 6, 2023 10:46:04"
"*03al0*",9,6,102,"F","Aaron Gordon","DEN","All Gas No Brakes","Oct 6, 2023 10:48:48"
"*05qtt*",9,7,103,"C","Onyeka Okongwu","ATL","Death Triangle Offense","Oct 6, 2023 11:39:08"
"*04ewu*",9,8,104,"G","Josh Hart","NY","new team 119","Oct 7, 2023 1:31:27"
"*04ewc*",9,9,105,"F","Zach Collins","SA","Luck of the Green","Oct 7, 2023 1:32:40"
"*03al1*",9,10,106,"G","Marcus Smart","MEM","Donkey is Cute","Oct 7, 2023 3:06:12"
"*04qs4*",9,11,107,"C","Robert Williams","POR","LebronDaGoat","Oct 7, 2023 4:08:31"
"*04ewt*",9,12,108,"G","Derrick White","BOS","THT","Oct 7, 2023 5:51:35"
"*027oo*",10,1,109,"C","Jonas Valanciunas","NO","THT","Oct 7, 2023 5:51:48"
"*04qsj*",10,2,110,"G","Bruce Brown","IND","LebronDaGoat","Oct 7, 2023 9:38:03"
"*03e6n*",10,3,111,"C","Jusuf Nurkic","PHO","Donkey is Cute","Oct 7, 2023 9:38:05"
"*06213*",10,4,112,"F","Keegan Murray","SAC","Luck of the Green","Oct 7, 2023 9:38:08"
"*05uir*",10,5,113,"F","Trey Murphy","NO","new team 119","Oct 7, 2023 4:38:25"
"*051p9*",10,6,114,"F","Keldon Johnson","SA","Death Triangle Offense","Oct 7, 2023 4:58:28"
"*0015e*",10,7,115,"G","Mike Conley","MIN","All Gas No Brakes","Oct 7, 2023 5:34:29"
"*06214*",10,8,116,"G","Jaden Ivey","DET","Religulous LV","Oct 7, 2023 5:34:31"
"*042n3*",10,9,117,"G","Buddy Hield","IND","Belco Big Dogs","Oct 7, 2023 5:49:29"
"*06ccf*",10,10,118,"F","Ausar Thompson","DET","Illuminati Bees","Oct 7, 2023 6:33:22"
"*06216*",10,11,119,"G","Shaedon Sharpe","POR","Snoopadelics","Oct 7, 2023 6:34:21"
"*06215*",10,12,120,"G","Bennedict Mathurin","IND","new team 69","Oct 7, 2023 6:44:54"
"*06218*",11,1,121,"F","Jeremy Sochan","SA","new team 69","Oct 7, 2023 6:47:17"
"*05qu9*",11,2,122,"G","Immanuel Quickley","NY","Snoopadelics","Oct 7, 2023 6:54:56"
"*04qsd*",11,3,123,"C","Mitchell Robinson","NY","Illuminati Bees","Oct 7, 2023 6:54:57"
"*031m4*",11,4,124,"G","Dennis Schroder","TOR","Belco Big Dogs","Oct 7, 2023 7:10:27"
"*051oj*",11,5,125,"G","RJ Barrett","NY","Religulous LV","Oct 7, 2023 7:10:28"
"*027pg*",11,6,126,"F","Bojan Bogdanovic","DET","All Gas No Brakes","Oct 7, 2023 7:12:49"
"*05qt0*",11,7,127,"F","Saddiq Bey","ATL","Death Triangle Offense","Oct 7, 2023 7:15:30"
"*04qrw*",11,8,128,"G","Kevin Huerter","SAC","new team 119","Oct 8, 2023 12:43:02"
"*031lz*",11,9,129,"C","Steven Adams","MEM","Luck of the Green","Oct 8, 2023 12:46:55"
"*03byk*",11,10,130,"G","Jordan Clarkson","UTA","Donkey is Cute","Oct 8, 2023 12:47:14"
"*042nw*",11,11,131,"G","Malcolm Brogdon","POR","LebronDaGoat","Oct 8, 2023 2:50:57"
"*042nt*",11,12,132,"C","Ivica Zubac","LAC","THT","Oct 8, 2023 3:23:42"
"*051os*",12,1,133,"F","P.J. Washington","CHA","THT","Oct 8, 2023 3:23:47"
"*04qse*",12,2,134,"G","Gary Trent","TOR","LebronDaGoat","Oct 8, 2023 3:26:49"
"*051on*",12,3,135,"G","Coby White","CHI","Donkey is Cute","Oct 8, 2023 3:34:20"
"*05qsx*",12,4,136,"F","Obi Toppin","IND","Luck of the Green","Oct 8, 2023 3:40:33"
"*03ad7*",12,5,137,"F","Kevon Looney","GS","new team 119","Oct 8, 2023 4:51:19"
"*04qrm*",12,6,138,"G","Collin Sexton","UTA","Death Triangle Offense","Oct 8, 2023 5:15:45"
"*042nf*",12,7,139,"G","Caris LeVert","CLE","All Gas No Brakes","Oct 8, 2023 5:17:22"
"*05qst*",12,8,140,"F","Paul Reed","PHI","Religulous LV","Oct 8, 2023 5:36:43"
"*03nwn*",12,9,141,"F","Bobby Portis","MIL","Belco Big Dogs","Oct 8, 2023 5:36:44"
"*05qtj*",12,10,142,"F","Deni Avdija","WAS","Illuminati Bees","Oct 8, 2023 5:42:54"
"*06cca*",12,11,143,"F","Brandon Miller","CHA","Snoopadelics","Oct 8, 2023 6:08:37"
"*05qtl*",12,12,144,"G","Cole Anthony","ORL","new team 69","Oct 8, 2023 6:11:43"
"*0527h*",13,1,145,"C","Naz Reid","MIN","new team 69","Oct 8, 2023 6:12:34"
"*03nwq*",13,2,146,"F","Christian Wood","LAL","Snoopadelics","Oct 8, 2023 6:19:05"
"*04qsu*",13,3,147,"G","Shake Milton","MIN","Illuminati Bees","Oct 8, 2023 6:19:06"
"*04ex8*",13,4,148,"G","Dillon Brooks","HOU","Belco Big Dogs","Oct 8, 2023 11:19:51"
"*0621g*",13,5,149,"F","Tari Eason","HOU","Religulous LV","Oct 8, 2023 11:19:52"
"*04qs9*",13,6,150,"G","Jevon Carter","CHI","All Gas No Brakes","Oct 8, 2023 11:40:07"
"*03e6u*",13,7,151,"G","Bogdan Bogdanovic","ATL","Death Triangle Offense","Oct 8, 2023 11:40:08"
"*05uih*",13,8,152,"F","Jonathan Kuminga","GS","new team 119","Oct 8, 2023 5:51:00"
"*05uiz*",13,9,153,"G","Quentin Grimes","NY","Luck of the Green","Oct 8, 2023 5:51:33"
"*03r7u*",13,10,154,"G","Josh Richardson","MIA","Donkey is Cute","Oct 8, 2023 5:52:16"
"*01uz7*",13,11,155,"F","Gordon Hayward","CHA","LebronDaGoat","Oct 8, 2023 6:39:42"
"*06ca8*",13,12,156,"F","Amen Thompson","HOU","THT","Oct 8, 2023 6:40:15"
"*03aq3*",14,1,157,"F","Kyle Anderson","MIN","THT","Oct 8, 2023 6:40:31"
"*05qu0*",14,2,158,"F","Jaden McDaniels","MIN","LebronDaGoat","Oct 8, 2023 6:44:00"
"*06cc8*",14,3,159,"C","Dereck Lively","DAL","Donkey is Cute","Oct 8, 2023 6:45:38"
"*000zv*",14,4,160,"C","Al Horford","BOS","Luck of the Green","Oct 8, 2023 6:45:50"
"*031lv*",14,5,161,"G","Kentavious Caldwell-Pope","DEN","new team 119","Oct 8, 2023 7:41:56"
"*06220*",14,6,162,"G","Jaden Hardy","DAL","Death Triangle Offense","Oct 8, 2023 7:41:57"
"*05qt1*",14,7,163,"G","Payton Pritchard","BOS","All Gas No Brakes","Oct 8, 2023 7:49:26"
"*04qsm*",14,8,164,"G","De'Anthony Melton","PHI","Religulous LV","Oct 8, 2023 7:49:27"
"*05qub*",14,9,165,"C","Isaiah Stewart","DET","Belco Big Dogs","Oct 8, 2023 7:58:07"
"*051ok*",14,10,166,"F","De'Andre Hunter","ATL","Illuminati Bees","Oct 8, 2023 10:47:23"
"*06cab*",14,11,167,"F","Jarace Walker","IND","Snoopadelics","Oct 8, 2023 10:48:38"
"*05qsl*",14,12,168,"F","Patrick Williams","CHI","new team 69","Oct 9, 2023 4:20:20"
"*05qym*",15,1,169,"F","Kenyon Martin","LAC","new team 69","Oct 9, 2023 4:21:13"
"*03r7h*",15,2,170,"G","Delon Wright","WAS","Snoopadelics","Oct 9, 2023 4:44:09"
"*049kc*",15,3,171,"G","Malik Monk","SAC","Illuminati Bees","Oct 9, 2023 4:44:10"
"*051pq*",15,4,172,"G","Talen Horton-Tucker","UTA","Belco Big Dogs","Oct 9, 2023 4:44:14"
"*04qsi*",15,5,173,"F","Jarred Vanderbilt","LAL","Religulous LV","Oct 9, 2023 4:44:17"
"*04exk*",15,6,174,"F","Aleksandar Vezenkov","SAC","All Gas No Brakes","Oct 9, 2023 4:45:33"
"*03r7z*",15,7,175,"G","Norman Powell","LAC","Death Triangle Offense","Oct 9, 2023 4:53:17"
"*0621u*",15,8,176,"G","Andrew Nembhard","IND","new team 119","Oct 9, 2023 7:20:32"
"*05uiu*",15,9,177,"F","Jalen Johnson","ATL","Luck of the Green","Oct 9, 2023 1:46:07"
"*05uj9*",15,10,178,"F","Herbert Jones","NO","Donkey is Cute","Oct 9, 2023 1:46:09"
"*0015b*",15,11,179,"G","Kyle Lowry","MIA","LebronDaGoat","Oct 9, 2023 1:48:44"
"*031m0*",15,12,180,"C","Kelly Olynyk","UTA","THT","Oct 9, 2023 3:00:13"
"*05uiw*",16,1,181,"F","Isaiah Jackson","IND","THT","Oct 9, 2023 3:01:54"
"*05uif*",16,2,182,"G","Jalen Suggs","ORL","LebronDaGoat","Oct 9, 2023 3:03:35"
"*0558t*",16,3,183,"F","Max Strus","CLE","Donkey is Cute","Oct 9, 2023 3:03:40"
"*06cby*",16,4,184,"G","Keyonte George","UTA","Luck of the Green","Oct 9, 2023 4:49:34"
"*051p2*",16,5,185,"F","Grant Williams","DAL","new team 119","Oct 9, 2023 5:07:33"
"*0621k*",16,6,186,"G","Christian Braun","DEN","Death Triangle Offense","Oct 9, 2023 5:12:39"
"*049s5*",16,7,187,"G","Dennis Smith","BKN","All Gas No Brakes","Oct 9, 2023 5:16:08"
"*0527l*",16,8,188,"G","Luguentz Dort","OKC","Religulous LV","Oct 9, 2023 5:16:10"
"*06cc5*",16,9,189,"G","Anthony Black","ORL","Belco Big Dogs","Oct 9, 2023 5:55:59"
"*042n2*",16,10,190,"G","Kris Dunn","UTA","Illuminati Bees","Oct 9, 2023 10:39:14"
"*049ki*",16,11,191,"F","Marvin Bagley","DET","Snoopadelics","Oct 9, 2023 10:42:37"
"*02nf7*",16,12,192,"F","Harrison Barnes","SAC","new team 69","Oct 10, 2023 1:59:02"
"*04fj8*",17,1,193,"F","Chris Boucher","TOR","new team 69","Oct 10, 2023 1:59:17"
"*05uip*",17,2,194,"F","Corey Kispert","WAS","Snoopadelics","Oct 10, 2023 2:06:54"
"*04ex6*",17,3,195,"C","Isaiah Hartenstein","NY","Illuminati Bees","Oct 10, 2023 2:06:55"
"*05uj1*",17,4,196,"G","Cameron Thomas","BKN","Belco Big Dogs","Oct 10, 2023 2:08:22"
"*031m9*",17,5,197,"C","Mason Plumlee","LAC","Religulous LV","Oct 10, 2023 2:08:23"
"*0621n*",17,6,198,"F","MarJon Beauchamp","MIL","All Gas No Brakes","Oct 10, 2023 2:08:25"
"*055qo*",17,7,199,"F","Caleb Martin","MIA","Death Triangle Offense","Oct 10, 2023 2:16:12"
"*05qu1*",17,8,200,"C","James Wiseman","DET","new team 119","Oct 10, 2023 7:39:26"
"*03e7f*",17,9,201,"G","Vasilije Micic","OKC","Luck of the Green","Oct 10, 2023 7:39:27"
"*06cc0*",17,10,202,"F","Taylor Hendricks","UTA","Donkey is Cute","Oct 10, 2023 7:39:32"
"*051op*",17,11,203,"F","Rui Hachimura","LAL","LebronDaGoat","Oct 10, 2023 7:39:34"
"*0496e*",17,12,204,"G","Alex Caruso","CHI","THT","Oct 10, 2023 2:42:04"
"*05qtf*",18,1,205,"F","Xavier Tillman","MEM","THT","Oct 10, 2023 2:43:21"
"*02nf9*",18,2,206,"C","Andre Drummond","CHI","LebronDaGoat","Oct 10, 2023 3:10:15"
"*04xdu*",18,3,207,"C","Drew Eubanks","PHO","Donkey is Cute","Oct 10, 2023 3:16:34"
"*04qry*",18,4,208,"G","Grayson Allen","PHO","Luck of the Green","Oct 10, 2023 4:15:59"
"*04qru*",18,5,209,"G","Donte DiVincenzo","NY","new team 119","Oct 10, 2023 4:16:00"
"*051ps*",18,6,210,"G","Terance Mann","LAC","Death Triangle Offense","Oct 10, 2023 5:16:34"
"*03nwk*",18,7,211,"F","Kelly Oubre Jr.","PHI","All Gas No Brakes","Oct 10, 2023 5:16:35"
"*04ewb*",18,8,212,"F","Jonathan Isaac","ORL","Religulous LV","Oct 10, 2023 5:16:38"
"*042ne*",18,9,213,"G","Malik Beasley","MIL","Belco Big Dogs","Oct 10, 2023 7:24:51"
"*05g3q*",18,10,214,"G","Gabe Vincent","LAL","Illuminati Bees","Oct 10, 2023 7:24:52"
"*005ke*",18,11,215,"F","Danilo Gallinari","WAS","Snoopadelics","Oct 10, 2023 7:33:25"
"*05uj0*",18,12,216,"G","Bones Hyland","LAC","new team 69","Oct 11, 2023 12:06:44"
