"Player ID","Round","Pick","Ov Pick","Pos","Player","Team","Fantasy Team","Time (PST)"
"*042n4*",4,7,43,"G","Jamal Murray","DEN","Moore Coffee","Oct 6, 2023 9:24:19"
"*03el5*",4,8,44,"F","Kristaps Porzingis","BOS","Maximum Michael Bolton","Oct 6, 2023 9:36:46"
"*051ol*",4,9,45,"G","Darius Garland","CLE","Pool Boys","Oct 6, 2023 10:55:38"
"*049kd*",4,10,46,"C","Deandre Ayton","POR","Team Name Pending","Oct 6, 2023 12:05:53"
"*051p8*",4,11,47,"G","Jordan Poole","WAS","Izi Does It","Oct 6, 2023 12:05:54"
"*06cch*",4,12,48,"F","Victor Wembanyama","SA","New Team 94","Oct 6, 2023 12:07:14"
"*042n1*",5,1,49,"F","Brandon Ingram","NO","New Team 94","Oct 6, 2023 12:08:53"
"*06210*",5,2,50,"F","Paolo Banchero","ORL","Izi Does It","Oct 6, 2023 12:08:54"
"*02nf3*",5,3,51,"G","Bradley Beal","PHO","Team Name Pending","Oct 6, 2023 12:27:21"
"*05uie*",5,4,52,"F","Scottie Barnes","TOR","Pool Boys","Oct 6, 2023 3:38:40"
"*027p0*",5,5,53,"C","Nikola Vucevic","CHI","Maximum Michael Bolton","Oct 6, 2023 3:46:12"
"*05qsq*",5,6,54,"G","Tyrese Maxey","PHI","Moore Coffee","Oct 6, 2023 3:57:43"
"*03ad2*",5,7,55,"C","Myles Turner","IND","monkeyispointskemon","Oct 6, 2023 4:26:23"
"*06211*",5,8,56,"F","Chet Holmgren","OKC","Emerald City Elevate","Oct 6, 2023 4:38:27"
"*05uig*",5,9,57,"G","Josh Giddey","OKC","Lord Grim (P)","Oct 6, 2023 4:45:57"
"*01eo9*",5,10,58,"G","Jrue Holiday","BOS","Seaport Celtics","Oct 6, 2023 11:46:11"
"*05uiq*",5,11,59,"C","Alperen Sengun","HOU","Load Management","Oct 6, 2023 11:47:31"
"*051oi*",5,12,60,"G","Ja Morant","MEM","New Team 115","Oct 7, 2023 5:27:48"
"*0621l*",6,1,61,"C","Walker Kessler","UTA","New Team 115","Oct 7, 2023 10:01:30"
"*06cdn*",6,2,62,"G","Scoot Henderson","POR","Load Management","Oct 7, 2023 3:25:05"
"*05uii*",6,3,63,"F","Franz Wagner","ORL","Seaport Celtics","Oct 7, 2023 4:05:01"
"*0621b*",6,4,64,"G","Jalen Williams","OKC","Lord Grim (P)","Oct 7, 2023 4:05:20"
"*04ewr*",6,5,65,"F","Kyle Kuzma","WAS","Emerald City Elevate","Oct 7, 2023 4:18:02"
"*05qtr*",6,6,66,"G","Devin Vassell","SA","monkeyispointskemon","Oct 7, 2023 4:18:03"
"*04ewm*",6,7,67,"C","Jarrett Allen","CLE","Moore Coffee","Oct 7, 2023 4:23:30"
"*02xg9*",6,8,68,"C","Rudy Gobert","MIN","Maximum Michael Bolton","Oct 7, 2023 5:11:05"
"*04qs1*",6,9,69,"G","Anfernee Simons","POR","Pool Boys","Oct 7, 2023 5:16:44"
"*051ot*",6,10,70,"G","Tyler Herro","MIA","Team Name Pending","Oct 7, 2023 6:00:50"
"*04ewn*",6,11,71,"F","OG Anunoby","TOR","Izi Does It","Oct 7, 2023 6:00:51"
"*0017e*",6,12,72,"G","Chris Paul","GS","New Team 94","Oct 7, 2023 6:16:06"
"*05uic*",7,1,73,"G","Jalen Green","HOU","New Team 94","Oct 7, 2023 6:22:57"
"*042n6*",7,2,74,"C","Jakob Poeltl","TOR","Izi Does It","Oct 7, 2023 6:22:58"
"*03aq2*",7,3,75,"F","Jerami Grant","POR","Team Name Pending","Oct 7, 2023 7:25:13"
"*03nwl*",7,4,76,"G","Terry Rozier","CHA","Pool Boys","Oct 7, 2023 9:12:47"
"*02ng3*",7,5,77,"F","Khris Middleton","MIL","Maximum Michael Bolton","Oct 7, 2023 10:29:46"
"*031lx*",7,6,78,"G","CJ McCollum","NO","Moore Coffee","Oct 8, 2023 5:06:43"
"*02ym0*",7,7,79,"F","Andrew Wiggins","GS","monkeyispointskemon","Oct 8, 2023 5:20:13"
"*0621e*",7,8,80,"C","Mark Williams","CHA","Emerald City Elevate","Oct 8, 2023 5:57:31"
"*03ad0*",7,9,81,"G","Tyus Jones","WAS","Lord Grim (P)","Oct 8, 2023 7:11:07"
"*05uus*",7,10,82,"G","Austin Reaves","LAL","Seaport Celtics","Oct 8, 2023 12:06:38"
"*005kc*",7,11,83,"G","Russell Westbrook","LAC","Load Management","Oct 8, 2023 3:50:13"
"*03e74*",7,12,84,"G","Spencer Dinwiddie","BKN","New Team 115","Oct 8, 2023 4:44:26"
"*051pi*",8,1,85,"F","Daniel Gafford","WAS","New Team 115","Oct 8, 2023 4:47:04"
"*04qrl*",8,2,86,"C","Wendell Carter","ORL","Load Management","Oct 8, 2023 5:54:09"
"*027ou*",8,3,87,"G","Klay Thompson","GS","Seaport Celtics","Oct 8, 2023 10:52:21"
"*005ki*",8,4,88,"C","Brook Lopez","MIL","Lord Grim (P)","Oct 8, 2023 11:01:30"
"*049s6*",8,5,89,"G","Markelle Fultz","ORL","Emerald City Elevate","Oct 9, 2023 12:27:49"
"*03lg1*",8,6,90,"G","Ben Simmons","BKN","monkeyispointskemon","Oct 9, 2023 12:53:05"
"*051or*",8,7,91,"F","Cameron Johnson","BKN","Moore Coffee","Oct 9, 2023 5:29:36"
"*04qsj*",8,8,92,"G","Bruce Brown","IND","Maximum Michael Bolton","Oct 9, 2023 6:59:36"
"*04qrp*",8,9,93,"F","Miles Bridges","CHA","Pool Boys","Oct 9, 2023 7:47:15"
"*02nfz*",8,10,94,"F","Draymond Green","GS","Team Name Pending","Oct 9, 2023 12:56:21"
"*04qrr*",8,11,95,"F","Michael Porter","DEN","Izi Does It","Oct 9, 2023 2:21:16"
"*05qtq*",8,12,96,"G","Tre Jones","SA","New Team 94","Oct 9, 2023 2:31:30"
"*05qtt*",9,1,97,"C","Onyeka Okongwu","ATL","New Team 94","Oct 9, 2023 2:32:03"
"*04ewk*",9,2,98,"F","John Collins","UTA","Izi Does It","Oct 9, 2023 2:32:04"
"*06212*",9,3,99,"F","Jabari Smith","HOU","Team Name Pending","Oct 9, 2023 2:58:56"
"*03al0*",9,4,100,"F","Aaron Gordon","DEN","Pool Boys","Oct 9, 2023 3:01:52"
"*03ad4*",9,5,101,"G","D'Angelo Russell","LAL","Maximum Michael Bolton","Oct 9, 2023 3:54:31"
"*0621c*",9,6,102,"C","Jalen Duren","DET","Moore Coffee","Oct 9, 2023 4:08:31"
"*027p4*",9,7,103,"F","Tobias Harris","PHI","monkeyispointskemon","Oct 9, 2023 4:40:12"
"*03e6s*",9,8,104,"C","Clint Capela","ATL","Emerald City Elevate","Oct 9, 2023 4:51:24"
"*027oo*",9,9,105,"C","Jonas Valanciunas","NO","Lord Grim (P)","Oct 9, 2023 4:52:15"
"*03e6n*",9,10,106,"C","Jusuf Nurkic","PHO","Seaport Celtics","Oct 9, 2023 5:45:47"
"*051p9*",9,11,107,"F","Keldon Johnson","SA","Load Management","Oct 9, 2023 6:33:48"
"*04ewu*",9,12,108,"G","Josh Hart","NY","New Team 115","Oct 9, 2023 7:26:24"
"*04ewc*",10,1,109,"F","Zach Collins","SA","New Team 115","Oct 9, 2023 7:26:30"
"*06213*",10,2,110,"F","Keegan Murray","SAC","Load Management","Oct 9, 2023 8:06:12"
"*03al1*",10,3,111,"G","Marcus Smart","MEM","Seaport Celtics","Oct 10, 2023 1:12:45"
"*03byk*",10,4,112,"G","Jordan Clarkson","UTA","Lord Grim (P)","Oct 10, 2023 3:10:37"
"*031m4*",10,5,113,"G","Dennis Schroder","TOR","Emerald City Elevate","Oct 10, 2023 6:32:11"
"*031lz*",10,6,114,"C","Steven Adams","MEM","monkeyispointskemon","Oct 10, 2023 6:32:13"
"*05qu9*",10,7,115,"G","Immanuel Quickley","NY","Moore Coffee","Oct 10, 2023 8:31:34"
"*051os*",10,8,116,"F","P.J. Washington","CHA","Maximum Michael Bolton","Oct 10, 2023 10:18:52"
"*06ccf*",10,9,117,"F","Ausar Thompson","DET","Pool Boys","Oct 10, 2023 10:31:59"
"*06214*",10,10,118,"G","Jaden Ivey","DET","Team Name Pending","Oct 10, 2023 11:05:51"
"*06216*",10,11,119,"G","Shaedon Sharpe","POR","Izi Does It","Oct 10, 2023 11:05:52"
"*04ewt*",10,12,120,"G","Derrick White","BOS","New Team 94","Oct 10, 2023 12:50:54"
"*04qsd*",11,1,121,"C","Mitchell Robinson","NY","New Team 94","Oct 10, 2023 12:53:30"
"*04qs4*",11,2,122,"C","Robert Williams","POR","Izi Does It","Oct 10, 2023 12:53:31"
"*06215*",11,3,123,"G","Bennedict Mathurin","IND","Team Name Pending","Oct 10, 2023 1:04:24"
"*03nwn*",11,4,124,"F","Bobby Portis","MIL","Pool Boys","Oct 10, 2023 1:22:22"
"*04qse*",11,5,125,"G","Gary Trent","TOR","Maximum Michael Bolton","Oct 10, 2023 1:26:17"
"*04qrm*",11,6,126,"G","Collin Sexton","UTA","Moore Coffee","Oct 10, 2023 2:03:40"
"*06218*",11,7,127,"F","Jeremy Sochan","SA","monkeyispointskemon","Oct 10, 2023 2:18:47"
"*03r7u*",11,8,128,"G","Josh Richardson","MIA","Emerald City Elevate","Oct 10, 2023 2:29:36"
"*06ca8*",11,9,129,"F","Amen Thompson","HOU","Lord Grim (P)","Oct 10, 2023 2:53:06"
"*04qrw*",11,10,130,"G","Kevin Huerter","SAC","Seaport Celtics","Oct 10, 2023 5:55:22"
"*042nt*",11,11,131,"C","Ivica Zubac","LAC","Load Management","Oct 10, 2023 6:16:27"
"*0015e*",11,12,132,"G","Mike Conley","MIN","New Team 115","Oct 10, 2023 8:05:59"
"*05qst*",12,1,133,"F","Paul Reed","PHI","New Team 115","Oct 10, 2023 8:08:44"
"*051oj*",12,2,134,"G","RJ Barrett","NY","Load Management","Oct 10, 2023 9:25:58"
"*0621g*",12,3,135,"F","Tari Eason","HOU","Seaport Celtics","Oct 11, 2023 2:05:05"
"*05uj9*",12,4,136,"F","Herbert Jones","NO","Lord Grim (P)","Oct 11, 2023 8:58:22"
"*027pg*",12,5,137,"F","Bojan Bogdanovic","DET","Emerald City Elevate","Oct 11, 2023 9:18:45"
"*05qtj*",12,6,138,"F","Deni Avdija","WAS","monkeyispointskemon","Oct 11, 2023 9:43:27"
"*05qt0*",12,7,139,"F","Saddiq Bey","ATL","Moore Coffee","Oct 11, 2023 10:16:13"
"*03ad7*",12,8,140,"F","Kevon Looney","GS","Maximum Michael Bolton","Oct 11, 2023 11:26:54"
"*042n3*",12,9,141,"G","Buddy Hield","IND","Pool Boys","Oct 11, 2023 12:20:59"
"*01uz7*",12,10,142,"F","Gordon Hayward","CHA","Team Name Pending","Oct 11, 2023 12:59:33"
"*05uiu*",12,11,143,"F","Jalen Johnson","ATL","Izi Does It","Oct 11, 2023 12:59:34"
"*05uir*",12,12,144,"F","Trey Murphy","NO","New Team 94","Oct 11, 2023 12:59:51"
"*05uih*",13,1,145,"F","Jonathan Kuminga","GS","New Team 94","Oct 11, 2023 1:01:52"
"*051on*",13,2,146,"G","Coby White","CHI","Izi Does It","Oct 11, 2023 1:01:53"
"*06cab*",13,3,147,"F","Jarace Walker","IND","Team Name Pending","Oct 11, 2023 3:32:30"
"*05qu0*",13,4,148,"F","Jaden McDaniels","MIN","Pool Boys","Oct 11, 2023 4:42:40"
"*02nf7*",13,5,149,"F","Harrison Barnes","SAC","Maximum Michael Bolton","Oct 11, 2023 8:18:33"
"*042nf*",13,6,150,"G","Caris LeVert","CLE","Moore Coffee","Oct 11, 2023 9:54:43"
"*05uiz*",13,7,151,"G","Quentin Grimes","NY","monkeyispointskemon","Oct 11, 2023 9:54:44"
"*05qsl*",13,8,152,"F","Patrick Williams","CHI","Emerald City Elevate","Oct 12, 2023 2:21:22"
"*06cca*",13,9,153,"F","Brandon Miller","CHA","Lord Grim (P)","Oct 12, 2023 7:32:16"
"*05qtl*",13,10,154,"G","Cole Anthony","ORL","Seaport Celtics","Oct 12, 2023 11:14:52"
"*03nwk*",13,11,155,"F","Kelly Oubre Jr.","PHI","Load Management","Oct 12, 2023 1:49:59"
"*03nwq*",13,12,156,"F","Christian Wood","LAL","New Team 115","Oct 12, 2023 7:11:26"
"*04ex8*",14,1,157,"G","Dillon Brooks","HOU","New Team 115","Oct 12, 2023 7:11:33"
"*051pq*",14,2,158,"G","Talen Horton-Tucker","UTA","Load Management","Oct 12, 2023 7:15:46"
"*03e6u*",14,3,159,"G","Bogdan Bogdanovic","ATL","Seaport Celtics","Oct 13, 2023 1:51:03"
"*05uif*",14,4,160,"G","Jalen Suggs","ORL","Lord Grim (P)","Oct 13, 2023 1:51:04"
"*042nw*",14,5,161,"G","Malcolm Brogdon","POR","Emerald City Elevate","Oct 13, 2023 6:51:05"
"*04qsm*",14,6,162,"G","De'Anthony Melton","PHI","monkeyispointskemon","Oct 13, 2023 6:55:30"
"*03aq3*",14,7,163,"F","Kyle Anderson","MIN","Moore Coffee","Oct 13, 2023 7:05:40"
"*000zv*",14,8,164,"C","Al Horford","BOS","Maximum Michael Bolton","Oct 13, 2023 8:52:17"
"*06cc8*",14,9,165,"C","Dereck Lively","DAL","Pool Boys","Oct 13, 2023 11:50:51"
"*06220*",14,10,166,"G","Jaden Hardy","DAL","Team Name Pending","Oct 13, 2023 12:45:19"
"*05qub*",14,11,167,"C","Isaiah Stewart","DET","Izi Does It","Oct 13, 2023 2:21:08"
"*06cby*",14,12,168,"G","Keyonte George","UTA","New Team 94","Oct 13, 2023 2:26:27"
"*04qsi*",15,1,169,"F","Jarred Vanderbilt","LAL","New Team 94","Oct 13, 2023 2:28:22"
"*06cc1*",15,2,170,"F","Bilal Coulibaly","WAS","Izi Does It","Oct 13, 2023 3:47:16"
"*0527h*",15,3,171,"C","Naz Reid","MIN","Team Name Pending","Oct 13, 2023 5:00:30"
"*05qsx*",15,4,172,"F","Obi Toppin","IND","Pool Boys","Oct 13, 2023 7:03:03"
"*0015b*",15,5,173,"G","Kyle Lowry","MIA","Maximum Michael Bolton","Oct 13, 2023 7:26:44"
"*051ok*",15,6,174,"F","De'Andre Hunter","ATL","Moore Coffee","Oct 13, 2023 7:33:35"
"*049kc*",15,7,175,"G","Malik Monk","SAC","monkeyispointskemon","Oct 14, 2023 12:36:24"
"*03r7z*",15,8,176,"G","Norman Powell","LAC","Emerald City Elevate","Oct 14, 2023 6:02:08"
"*031m0*",15,9,177,"C","Kelly Olynyk","UTA","Lord Grim (P)","Oct 14, 2023 6:02:12"
"*0558t*",15,10,178,"F","Max Strus","CLE","Seaport Celtics","Oct 14, 2023 8:05:31"
"*031lv*",15,11,179,"G","Kentavious Caldwell-Pope","DEN","Load Management","Oct 14, 2023 8:16:33"
"*0527l*",15,12,180,"G","Luguentz Dort","OKC","New Team 115","Oct 14, 2023 2:50:54"
"*05qu1*",16,1,181,"C","James Wiseman","DET","New Team 115","Oct 14, 2023 8:20:48"
"*0621q*",16,2,182,"F","Nikola Jovic","MIA","Load Management","Oct 14, 2023 11:34:52"
"*051p2*",16,3,183,"F","Grant Williams","DAL","Seaport Celtics","Oct 15, 2023 1:25:44"
"*04xdu*",16,4,184,"C","Drew Eubanks","PHO","Lord Grim (P)","Oct 15, 2023 1:25:45"
"*05qti*",16,5,185,"G","Josh Green","DAL","Emerald City Elevate","Oct 15, 2023 6:02:18"
"*05uj1*",16,6,186,"G","Cameron Thomas","BKN","monkeyispointskemon","Oct 15, 2023 6:24:47"
"*055qo*",16,7,187,"F","Caleb Martin","MIA","Moore Coffee","Oct 15, 2023 1:25:28"
"*051op*",16,8,188,"F","Rui Hachimura","LAL","Maximum Michael Bolton","Oct 15, 2023 1:51:11"
"*02nf9*",16,9,189,"C","Andre Drummond","CHI","Pool Boys","Oct 15, 2023 2:38:30"
"*05ujr*",16,10,190,"C","Charles Bassey","SA","Team Name Pending","Oct 15, 2023 2:45:39"
"*04ewd*",16,11,191,"G","Luke Kennard","MEM","Izi Does It","Oct 15, 2023 2:45:40"
"*05uiw*",16,12,192,"F","Isaiah Jackson","IND","New Team 94","Oct 15, 2023 3:15:20"
"*04ewb*",17,1,193,"F","Jonathan Isaac","ORL","New Team 94","Oct 15, 2023 3:17:43"
"*05uj4*",17,2,194,"F","Santi Aldama","MEM","Izi Does It","Oct 15, 2023 6:43:54"
"*04exk*",17,3,195,"F","Aleksandar Vezenkov","SAC","Team Name Pending","Oct 15, 2023 7:37:43"
"*04qsu*",17,4,196,"G","Shake Milton","MIN","Pool Boys","Oct 15, 2023 8:55:58"
"*05qt9*",17,5,197,"G","Killian Hayes","DET","Maximum Michael Bolton","Oct 16, 2023 3:56:07"
"*0621u*",17,6,198,"G","Andrew Nembhard","IND","Moore Coffee","Oct 16, 2023 5:59:32"
"*05qtd*",17,7,199,"C","Nick Richards","CHA","monkeyispointskemon","Oct 16, 2023 5:59:33"
"*042ne*",17,8,200,"G","Malik Beasley","MIL","Emerald City Elevate","Oct 16, 2023 9:22:14"
"*04qrx*",17,9,201,"G","Josh Okogie","PHO","Lord Grim (P)","Oct 16, 2023 9:22:15"
"*042n2*",17,10,202,"G","Kris Dunn","UTA","Seaport Celtics","Oct 16, 2023 4:23:57"
"*03wr4*",17,11,203,"G","T.J. McConnell","IND","Load Management","Oct 16, 2023 5:50:43"
"*05qt1*",17,12,204,"G","Payton Pritchard","BOS","New Team 115","Oct 16, 2023 7:52:45"
"*0621k*",18,1,205,"G","Christian Braun","DEN","New Team 115","Oct 16, 2023 7:52:56"
"*031mb*",18,2,206,"G","Tim Hardaway","DAL","Load Management","Oct 16, 2023 7:59:22"
"*038xi*",18,3,207,"F","Robert Covington","LAC","Seaport Celtics","Oct 17, 2023 12:09:34"
"*01ens*",18,4,208,"G","Patrick Beverley","PHI","Lord Grim (P)","Oct 17, 2023 12:09:35"
"*05uin*",18,5,209,"G","Chris Duarte","SAC","Emerald City Elevate","Oct 17, 2023 12:11:15"
"*06217*",18,6,210,"G","Dyson Daniels","NO","monkeyispointskemon","Oct 17, 2023 12:36:56"
"*031m9*",18,7,211,"C","Mason Plumlee","LAC","Moore Coffee","Oct 17, 2023 6:44:44"
"*05ujc*",18,8,212,"G","Ayo Dosunmu","CHI","Maximum Michael Bolton","Oct 17, 2023 6:54:17"
"*03r7e*",18,9,213,"G","Cameron Payne","MIL","Pool Boys","Oct 17, 2023 7:44:13"
"*03r7h*",18,10,214,"G","Delon Wright","WAS","Team Name Pending","Oct 17, 2023 9:39:26"
"*05uio*",18,11,215,"G","Moses Moody","GS","Izi Does It","Oct 17, 2023 10:20:36"
"*0621t*",18,12,216,"F","Peyton Watson","DEN","New Team 94","Oct 17, 2023 10:22:21"
