"Player ID","Round","Pick","Ov Pick","Pos","Player","Team","Fantasy Team","Time (PST)"
"*03e74*",8,9,93,"G","Spencer Dinwiddie","BKN","whale529","Oct 6, 2023 4:35:51"
"*03al1*",8,10,94,"G","Marcus Smart","MEM","Orangeads team","Oct 6, 2023 5:00:58"
"*051pi*",8,11,95,"F","Daniel Gafford","WAS","Mills on Wheels","Oct 6, 2023 5:06:39"
"*06212*",8,12,96,"F","Jabari Smith","HOU","Hip2Clip","Oct 6, 2023 5:07:40"
"*027p4*",9,1,97,"F","Tobias Harris","PHI","Hip2Clip","Oct 6, 2023 5:34:13"
"*04ewc*",9,2,98,"F","Zach Collins","SA","Mills on Wheels","Oct 6, 2023 7:15:02"
"*06213*",9,3,99,"F","Keegan Murray","SAC","Orangeads team","Oct 6, 2023 7:16:54"
"*03ad4*",9,4,100,"G","D'Angelo Russell","LAL","whale529","Oct 6, 2023 7:17:12"
"*02ym0*",9,5,101,"F","Andrew Wiggins","GS","Double Cheeked Up","Oct 6, 2023 7:26:13"
"*05qtt*",9,6,102,"C","Onyeka Okongwu","ATL","I Can't Believe It's not Butler!","Oct 6, 2023 8:40:10"
"*03e6n*",9,7,103,"C","Jusuf Nurkic","PHO","POINTS TEAM HD4K","Oct 6, 2023 9:16:54"
"*03e6s*",9,8,104,"C","Clint Capela","ATL","4DTwins","Oct 6, 2023 9:18:53"
"*03al0*",9,9,105,"F","Aaron Gordon","DEN","SaxyKnifeMan.com","Oct 6, 2023 9:30:43"
"*06ccf*",9,10,106,"F","Ausar Thompson","DET","Greenfield Grizzlies","Oct 6, 2023 9:33:56"
"*04qsd*",9,11,107,"C","Mitchell Robinson","NY","Tag Team","Oct 7, 2023 12:46:36"
"*027oo*",9,12,108,"C","Jonas Valanciunas","NO","Vibealldaye","Oct 7, 2023 4:51:07"
"*051oj*",10,1,109,"G","RJ Barrett","NY","Vibealldaye","Oct 7, 2023 4:51:42"
"*06214*",10,2,110,"G","Jaden Ivey","DET","Tag Team","Oct 7, 2023 11:52:15"
"*04ewk*",10,3,111,"F","John Collins","UTA","Greenfield Grizzlies","Oct 7, 2023 11:59:22"
"*031lz*",10,4,112,"C","Steven Adams","MEM","SaxyKnifeMan.com","Oct 7, 2023 12:24:57"
"*051p9*",10,5,113,"F","Keldon Johnson","SA","4DTwins","Oct 7, 2023 12:46:34"
"*042n3*",10,6,114,"G","Buddy Hield","IND","POINTS TEAM HD4K","Oct 7, 2023 7:28:59"
"*04ewt*",10,7,115,"G","Derrick White","BOS","I Can't Believe It's not Butler!","Oct 7, 2023 7:37:01"
"*04qrr*",10,8,116,"F","Michael Porter","DEN","Double Cheeked Up","Oct 7, 2023 7:37:20"
"*04qsj*",10,9,117,"G","Bruce Brown","IND","whale529","Oct 7, 2023 7:43:01"
"*06215*",10,10,118,"G","Bennedict Mathurin","IND","Orangeads team","Oct 7, 2023 7:53:29"
"*06216*",10,11,119,"G","Shaedon Sharpe","POR","Mills on Wheels","Oct 7, 2023 8:11:26"
"*03byk*",10,12,120,"G","Jordan Clarkson","UTA","Hip2Clip","Oct 7, 2023 9:32:30"
"*042nt*",11,1,121,"C","Ivica Zubac","LAC","Hip2Clip","Oct 7, 2023 9:32:51"
"*05qu9*",11,2,122,"G","Immanuel Quickley","NY","Mills on Wheels","Oct 7, 2023 9:34:38"
"*04ewu*",11,3,123,"G","Josh Hart","NY","Orangeads team","Oct 7, 2023 9:51:56"
"*0015e*",11,4,124,"G","Mike Conley","MIN","whale529","Oct 7, 2023 9:52:01"
"*05qt0*",11,5,125,"F","Saddiq Bey","ATL","Double Cheeked Up","Oct 7, 2023 11:50:55"
"*031m4*",11,6,126,"G","Dennis Schroder","TOR","I Can't Believe It's not Butler!","Oct 7, 2023 11:53:04"
"*027pg*",11,7,127,"F","Bojan Bogdanovic","DET","POINTS TEAM HD4K","Oct 8, 2023 3:25:10"
"*04qrw*",11,8,128,"G","Kevin Huerter","SAC","4DTwins","Oct 8, 2023 3:48:16"
"*051os*",11,9,129,"F","P.J. Washington","CHA","SaxyKnifeMan.com","Oct 8, 2023 5:26:11"
"*06218*",11,10,130,"F","Jeremy Sochan","SA","Greenfield Grizzlies","Oct 8, 2023 5:32:14"
"*04qse*",11,11,131,"G","Gary Trent","TOR","Tag Team","Oct 8, 2023 11:55:48"
"*051on*",11,12,132,"G","Coby White","CHI","Vibealldaye","Oct 8, 2023 11:59:20"
"*0527h*",12,1,133,"C","Naz Reid","MIN","Vibealldaye","Oct 8, 2023 12:02:01"
"*042nw*",12,2,134,"G","Malcolm Brogdon","POR","Tag Team","Oct 8, 2023 12:02:48"
"*06ca8*",12,3,135,"F","Amen Thompson","HOU","Greenfield Grizzlies","Oct 8, 2023 12:33:27"
"*04qrm*",12,4,136,"G","Collin Sexton","UTA","SaxyKnifeMan.com","Oct 8, 2023 12:58:39"
"*05qst*",12,5,137,"F","Paul Reed","PHI","4DTwins","Oct 8, 2023 1:00:40"
"*02nf7*",12,6,138,"F","Harrison Barnes","SAC","POINTS TEAM HD4K","Oct 8, 2023 1:12:33"
"*05uir*",12,7,139,"F","Trey Murphy","NO","I Can't Believe It's not Butler!","Oct 8, 2023 1:23:12"
"*042nf*",12,8,140,"G","Caris LeVert","CLE","Double Cheeked Up","Oct 8, 2023 1:23:14"
"*05qsl*",12,9,141,"F","Patrick Williams","CHI","whale529","Oct 8, 2023 1:50:54"
"*04qs4*",12,10,142,"C","Robert Williams","POR","Orangeads team","Oct 8, 2023 8:51:58"
"*04qsm*",12,11,143,"G","De'Anthony Melton","PHI","Mills on Wheels","Oct 8, 2023 10:47:31"
"*03e6u*",12,12,144,"G","Bogdan Bogdanovic","ATL","Hip2Clip","Oct 9, 2023 12:02:36"
"*0621g*",13,1,145,"F","Tari Eason","HOU","Hip2Clip","Oct 9, 2023 12:09:17"
"*03nwq*",13,2,146,"F","Christian Wood","LAL","Mills on Wheels","Oct 9, 2023 1:38:28"
"*06cc8*",13,3,147,"C","Dereck Lively","DAL","Orangeads team","Oct 9, 2023 2:00:27"
"*05qsx*",13,4,148,"F","Obi Toppin","IND","whale529","Oct 9, 2023 5:41:26"
"*05uiz*",13,5,149,"G","Quentin Grimes","NY","Double Cheeked Up","Oct 9, 2023 5:41:28"
"*05qu0*",13,6,150,"F","Jaden McDaniels","MIN","I Can't Believe It's not Butler!","Oct 9, 2023 8:46:25"
"*04ex8*",13,7,151,"G","Dillon Brooks","HOU","POINTS TEAM HD4K","Oct 9, 2023 8:53:29"
"*03nwn*",13,8,152,"F","Bobby Portis","MIL","4DTwins","Oct 9, 2023 9:52:16"
"*03aq3*",13,9,153,"F","Kyle Anderson","MIN","SaxyKnifeMan.com","Oct 9, 2023 9:53:55"
"*03nwk*",13,10,154,"F","Kelly Oubre Jr.","PHI","Greenfield Grizzlies","Oct 9, 2023 12:48:23"
"*000zv*",13,11,155,"C","Al Horford","BOS","Tag Team","Oct 9, 2023 1:23:25"
"*05qtl*",13,12,156,"G","Cole Anthony","ORL","Vibealldaye","Oct 9, 2023 1:40:51"
"*0015b*",14,1,157,"G","Kyle Lowry","MIA","Vibealldaye","Oct 9, 2023 1:42:31"
"*01uz7*",14,2,158,"F","Gordon Hayward","CHA","Tag Team","Oct 9, 2023 2:35:30"
"*05qtj*",14,3,159,"F","Deni Avdija","WAS","Greenfield Grizzlies","Oct 9, 2023 2:36:10"
"*03r7z*",14,4,160,"G","Norman Powell","LAC","SaxyKnifeMan.com","Oct 9, 2023 3:05:59"
"*05uj9*",14,5,161,"F","Herbert Jones","NO","4DTwins","Oct 9, 2023 3:13:31"
"*03ad7*",14,6,162,"F","Kevon Looney","GS","POINTS TEAM HD4K","Oct 9, 2023 3:16:43"
"*06cab*",14,7,163,"F","Jarace Walker","IND","I Can't Believe It's not Butler!","Oct 9, 2023 4:29:40"
"*05qub*",14,8,164,"C","Isaiah Stewart","DET","Double Cheeked Up","Oct 9, 2023 4:32:25"
"*05uj1*",14,9,165,"G","Cameron Thomas","BKN","whale529","Oct 9, 2023 4:32:32"
"*06cby*",14,10,166,"G","Keyonte George","UTA","Orangeads team","Oct 9, 2023 6:58:20"
"*06cca*",14,11,167,"F","Brandon Miller","CHA","Mills on Wheels","Oct 9, 2023 7:38:25"
"*04ewd*",14,12,168,"G","Luke Kennard","MEM","Hip2Clip","Oct 9, 2023 9:54:17"
"*051ps*",15,1,169,"G","Terance Mann","LAC","Hip2Clip","Oct 9, 2023 10:07:55"
"*03r7u*",15,2,170,"G","Josh Richardson","MIA","Mills on Wheels","Oct 10, 2023 12:39:03"
"*05uif*",15,3,171,"G","Jalen Suggs","ORL","Orangeads team","Oct 10, 2023 12:39:04"
"*06220*",15,4,172,"G","Jaden Hardy","DAL","whale529","Oct 10, 2023 12:39:07"
"*05uiu*",15,5,173,"F","Jalen Johnson","ATL","Double Cheeked Up","Oct 10, 2023 12:39:09"
"*05qt1*",15,6,174,"G","Payton Pritchard","BOS","I Can't Believe It's not Butler!","Oct 10, 2023 4:48:31"
"*0558t*",15,7,175,"F","Max Strus","CLE","POINTS TEAM HD4K","Oct 10, 2023 7:46:34"
"*03r7h*",15,8,176,"G","Delon Wright","WAS","4DTwins","Oct 10, 2023 7:55:30"
"*031m0*",15,9,177,"C","Kelly Olynyk","UTA","SaxyKnifeMan.com","Oct 10, 2023 7:55:35"
"*03wr4*",15,10,178,"G","T.J. McConnell","IND","Greenfield Grizzlies","Oct 10, 2023 9:39:47"
"*051p2*",15,11,179,"F","Grant Williams","DAL","Tag Team","Oct 10, 2023 2:21:31"
"*049kc*",15,12,180,"G","Malik Monk","SAC","Vibealldaye","Oct 10, 2023 4:08:23"
"*05uih*",16,1,181,"F","Jonathan Kuminga","GS","Vibealldaye","Oct 10, 2023 4:09:33"
"*042n2*",16,2,182,"G","Kris Dunn","UTA","Tag Team","Oct 10, 2023 7:08:44"
"*055qo*",16,3,183,"F","Caleb Martin","MIA","Greenfield Grizzlies","Oct 10, 2023 7:10:38"
"*03r7e*",16,4,184,"G","Cameron Payne","MIL","SaxyKnifeMan.com","Oct 10, 2023 7:15:31"
"*06cc1*",16,5,185,"F","Bilal Coulibaly","WAS","4DTwins","Oct 10, 2023 7:32:17"
"*04qry*",16,6,186,"G","Grayson Allen","PHO","POINTS TEAM HD4K","Oct 10, 2023 8:31:30"
"*051pq*",16,7,187,"G","Talen Horton-Tucker","UTA","I Can't Believe It's not Butler!","Oct 10, 2023 9:44:31"
"*051ok*",16,8,188,"F","De'Andre Hunter","ATL","Double Cheeked Up","Oct 10, 2023 11:32:22"
"*04xdu*",16,9,189,"C","Drew Eubanks","PHO","whale529","Oct 10, 2023 11:32:23"
"*031lv*",16,10,190,"G","Kentavious Caldwell-Pope","DEN","Orangeads team","Oct 11, 2023 6:32:33"
"*05uiw*",16,11,191,"F","Isaiah Jackson","IND","Mills on Wheels","Oct 11, 2023 6:33:11"
"*0621u*",16,12,192,"G","Andrew Nembhard","IND","Hip2Clip","Oct 11, 2023 7:10:56"
"*04qru*",17,1,193,"G","Donte DiVincenzo","NY","Hip2Clip","Oct 11, 2023 7:15:34"
"*04exk*",17,2,194,"F","Aleksandar Vezenkov","SAC","Mills on Wheels","Oct 11, 2023 7:19:29"
"*05qu1*",17,3,195,"C","James Wiseman","DET","Orangeads team","Oct 11, 2023 2:19:57"
"*051op*",17,4,196,"F","Rui Hachimura","LAL","whale529","Oct 11, 2023 2:24:09"
"*0496e*",17,5,197,"G","Alex Caruso","CHI","Double Cheeked Up","Oct 11, 2023 2:41:20"
"*0621k*",17,6,198,"G","Christian Braun","DEN","I Can't Believe It's not Butler!","Oct 11, 2023 2:53:03"
"*031mb*",17,7,199,"G","Tim Hardaway","DAL","POINTS TEAM HD4K","Oct 11, 2023 3:20:21"
"*04qrx*",17,8,200,"G","Josh Okogie","PHO","4DTwins","Oct 11, 2023 3:20:47"
"*049ki*",17,9,201,"F","Marvin Bagley","DET","SaxyKnifeMan.com","Oct 11, 2023 3:22:46"
"*04ewb*",17,10,202,"F","Jonathan Isaac","ORL","Greenfield Grizzlies","Oct 11, 2023 3:38:41"
"*051pa*",17,11,203,"G","Kevin Porter","(N/A)","Tag Team","Oct 11, 2023 3:51:41"
"*0527l*",17,12,204,"G","Luguentz Dort","OKC","Vibealldaye","Oct 11, 2023 4:08:50"
"*05uj0*",18,1,205,"G","Bones Hyland","LAC","Vibealldaye","Oct 11, 2023 4:09:08"
"*05qt9*",18,2,206,"G","Killian Hayes","DET","Tag Team","Oct 11, 2023 5:37:14"
"*04qs9*",18,3,207,"G","Jevon Carter","CHI","Greenfield Grizzlies","Oct 11, 2023 5:42:23"
"*05qtd*",18,4,208,"C","Nick Richards","CHA","SaxyKnifeMan.com","Oct 11, 2023 6:43:39"
"*042n8*",18,5,209,"F","Taurean Prince","LAL","4DTwins","Oct 11, 2023 7:48:46"
"*05qti*",18,6,210,"G","Josh Green","DAL","POINTS TEAM HD4K","Oct 11, 2023 7:50:31"
"*05qtf*",18,7,211,"F","Xavier Tillman","MEM","I Can't Believe It's not Butler!","Oct 11, 2023 7:51:30"
"*042ne*",18,8,212,"G","Malik Beasley","MIL","Double Cheeked Up","Oct 11, 2023 9:07:31"
"*05uip*",18,9,213,"F","Corey Kispert","WAS","whale529","Oct 11, 2023 9:09:07"
"*06cbx*",18,10,214,"F","Jaime Jaquez","MIA","Orangeads team","Oct 11, 2023 9:09:25"
"*0621q*",18,11,215,"F","Nikola Jovic","MIA","Mills on Wheels","Oct 11, 2023 9:16:44"
"*031m9*",18,12,216,"C","Mason Plumlee","LAC","Hip2Clip","Oct 11, 2023 9:59:38"
