"Player ID","Round","Pick","Ov Pick","Pos","Player","Team","Fantasy Team","Time (PST)"
"*04qsi*",14,9,165,"F","Jarred Vanderbilt","LAL","Mad Hatters 🧢","Oct 15, 2023 10:12:14"
"*02nf7*",14,10,166,"F","Harrison Barnes","SAC","Wait I Thought This Was Fantasy Football","Oct 16, 2023 5:06:43"
"*0558t*",14,11,167,"F","Max Strus","CLE","Ja Morant Guns for Hire","Oct 16, 2023 8:52:34"
"*04ex8*",14,12,168,"G","Dillon Brooks","HOU","JORDAN","Oct 16, 2023 11:04:35"
"*06cc8*",15,1,169,"C","Dereck Lively","DAL","JORDAN","Oct 16, 2023 11:04:41"
"*04ex6*",15,2,170,"C","Isaiah Hartenstein","NY","Ja Morant Guns for Hire","Oct 16, 2023 11:06:36"
"*0527l*",15,3,171,"G","Luguentz Dort","OKC","Wait I Thought This Was Fantasy Football","Oct 16, 2023 3:53:13"
"*03r7u*",15,4,172,"G","Josh Richardson","MIA","Mad Hatters 🧢","Oct 16, 2023 10:53:32"
"*05uj9*",15,5,173,"F","Herbert Jones","NO","One Eyebrow Giga Chad Investment Guru","Oct 17, 2023 5:53:41"
"*06cby*",15,6,174,"G","Keyonte George","UTA","Individuals with Melanin in Paris","Oct 17, 2023 5:53:43"
"*06cc1*",15,7,175,"F","Bilal Coulibaly","WAS","LA Cruisers","Oct 17, 2023 8:22:48"
"*049kc*",15,8,176,"G","Malik Monk","SAC","Poole Party","Oct 17, 2023 8:23:27"
"*031m0*",15,9,177,"C","Kelly Olynyk","UTA","JB's Hi-Fi's","Oct 17, 2023 9:25:06"
"*05qub*",15,10,178,"C","Isaiah Stewart","DET","Juice Mode","Oct 17, 2023 10:11:12"
"*042ne*",15,11,179,"G","Malik Beasley","MIL","The Drunk Koalas","Oct 17, 2023 11:19:02"
"*0015b*",15,12,180,"G","Kyle Lowry","MIA","monty please play jaden ivey","Oct 17, 2023 11:19:33"
"*06220*",16,1,181,"G","Jaden Hardy","DAL","monty please play jaden ivey","Oct 17, 2023 11:19:38"
"*051op*",16,2,182,"F","Rui Hachimura","LAL","The Drunk Koalas","Oct 17, 2023 11:25:58"
"*051pq*",16,3,183,"G","Talen Horton-Tucker","UTA","Juice Mode","Oct 17, 2023 11:34:37"
"*03r7h*",16,4,184,"G","Delon Wright","WAS","JB's Hi-Fi's","Oct 17, 2023 12:02:02"
"*05ujr*",16,5,185,"C","Charles Bassey","SA","Poole Party","Oct 17, 2023 12:22:28"
"*04xdu*",16,6,186,"C","Drew Eubanks","PHO","LA Cruisers","Oct 17, 2023 12:23:41"
"*02nf9*",16,7,187,"C","Andre Drummond","CHI","Individuals with Melanin in Paris","Oct 17, 2023 12:49:07"
"*05uiw*",16,8,188,"F","Isaiah Jackson","IND","One Eyebrow Giga Chad Investment Guru","Oct 17, 2023 1:12:39"
"*03wr4*",16,9,189,"G","T.J. McConnell","IND","Mad Hatters 🧢","Oct 17, 2023 8:13:51"
"*031m9*",16,10,190,"C","Mason Plumlee","LAC","Wait I Thought This Was Fantasy Football","Oct 17, 2023 8:14:45"
"*051ok*",16,11,191,"F","De'Andre Hunter","ATL","Ja Morant Guns for Hire","Oct 17, 2023 8:15:50"
"*04qsu*",16,12,192,"G","Shake Milton","MIN","JORDAN","Oct 17, 2023 8:46:20"
"*05qti*",17,1,193,"G","Josh Green","DAL","JORDAN","Oct 17, 2023 8:46:27"
"*051p2*",17,2,194,"F","Grant Williams","DAL","Ja Morant Guns for Hire","Oct 17, 2023 8:47:28"
"*05ujc*",17,3,195,"G","Ayo Dosunmu","CHI","Wait I Thought This Was Fantasy Football","Oct 17, 2023 8:53:40"
"*04qrx*",17,4,196,"G","Josh Okogie","PHO","Mad Hatters 🧢","Oct 18, 2023 3:53:48"
"*05uip*",17,5,197,"F","Corey Kispert","WAS","One Eyebrow Giga Chad Investment Guru","Oct 18, 2023 5:42:35"
"*04ewb*",17,6,198,"F","Jonathan Isaac","ORL","Individuals with Melanin in Paris","Oct 18, 2023 5:42:36"
"*038xi*",17,7,199,"F","Robert Covington","LAC","LA Cruisers","Oct 18, 2023 8:12:17"
"*05uj4*",17,8,200,"F","Santi Aldama","MEM","Poole Party","Oct 18, 2023 8:15:44"
"*055qo*",17,9,201,"F","Caleb Martin","MIA","JB's Hi-Fi's","Oct 18, 2023 8:55:00"
"*06cd3*",17,10,202,"F","Emoni Bates","CLE","Juice Mode","Oct 18, 2023 9:00:14"
"*06217*",17,11,203,"G","Dyson Daniels","NO","The Drunk Koalas","Oct 18, 2023 9:05:59"
"*0621k*",17,12,204,"G","Christian Braun","DEN","monty please play jaden ivey","Oct 18, 2023 9:06:40"
"*03acy*",18,1,205,"F","Dario Saric","GS","monty please play jaden ivey","Oct 18, 2023 9:11:29"
"*0621u*",18,2,206,"G","Andrew Nembhard","IND","The Drunk Koalas","Oct 18, 2023 9:12:06"
"*05uj1*",18,3,207,"G","Cameron Thomas","BKN","Juice Mode","Oct 18, 2023 9:30:38"
"*04qru*",18,4,208,"G","Donte DiVincenzo","NY","JB's Hi-Fi's","Oct 18, 2023 10:06:15"
"*05uj3*",18,5,209,"C","Day'Ron Sharpe","BKN","Poole Party","Oct 18, 2023 10:08:08"
"*0621t*",18,6,210,"F","Peyton Watson","DEN","LA Cruisers","Oct 18, 2023 10:13:22"
"*042n8*",18,7,211,"F","Taurean Prince","LAL","Individuals with Melanin in Paris","Oct 18, 2023 1:33:59"
"*05qtd*",18,8,212,"C","Nick Richards","CHA","One Eyebrow Giga Chad Investment Guru","Oct 18, 2023 2:11:19"
"*031mb*",18,9,213,"G","Tim Hardaway","DAL","Mad Hatters 🧢","Oct 18, 2023 2:11:50"
"*06ca3*",18,10,214,"G","Julian Strawther","DEN","Wait I Thought This Was Fantasy Football","Oct 18, 2023 2:12:21"
"*06ca7*",18,11,215,"F","Cam Whitmore","HOU","Ja Morant Guns for Hire","Oct 18, 2023 2:13:32"
"*0621m*",18,12,216,"F","David Roddy","MEM","JORDAN","Oct 18, 2023 2:53:36"
