"Player ID","Round","Pick","Ov Pick","Pos","Player","Team","Fantasy Team","Time (PST)"
"*04qrj*",4,1,37,"C","Jaren Jackson","MEM","Korean Abdul-Jabbar","Oct 4, 2023 7:28:43"
"*05qt3*",4,2,38,"G","Desmond Bane","MEM","Slayden","Oct 4, 2023 7:29:14"
"*01eon*",4,3,39,"G","DeMar DeRozan","CHI","Tobias and The Never Nudes","Oct 4, 2023 7:29:39"
"*01uyj*",4,4,40,"F","Paul George","LAC","Ramos","Oct 4, 2023 7:33:25"
"*042n1*",4,5,41,"F","Brandon Ingram","NO","Sliding Door ii-V's","Oct 4, 2023 7:36:18"
"*06cch*",4,6,42,"F","Victor Wembanyama","SA","Rustlin Jimmies","Oct 4, 2023 8:23:19"
"*03ajv*",4,7,43,"F","Julius Randle","NY","Goose bumps","Oct 4, 2023 8:38:38"
"*051pb*",4,8,44,"C","Nicolas Claxton","BKN","K1an","Oct 4, 2023 8:54:11"
"*03ams*",4,9,45,"G","Zach LaVine","CHI","Bored Man","Oct 4, 2023 8:58:10"
"*04848*",4,10,46,"G","Fred VanVleet","HOU","Fried Nuggets","Oct 4, 2023 10:41:35"
"*049kd*",4,11,47,"C","Deandre Ayton","POR","Larry, Curry, & Zo","Oct 5, 2023 4:04:44"
"*051p8*",4,12,48,"G","Jordan Poole","WAS","Copenhagen Wildcats","Oct 5, 2023 5:54:12"
"*05qsq*",5,1,49,"G","Tyrese Maxey","PHI","Copenhagen Wildcats","Oct 5, 2023 6:12:35"
"*06210*",5,2,50,"F","Paolo Banchero","ORL","Larry, Curry, & Zo","Oct 5, 2023 7:09:13"
"*051oi*",5,3,51,"G","Ja Morant","MEM","Fried Nuggets","Oct 5, 2023 8:19:21"
"*05uie*",5,4,52,"F","Scottie Barnes","TOR","Bored Man","Oct 5, 2023 8:19:23"
"*05uig*",5,5,53,"G","Josh Giddey","OKC","K1an","Oct 5, 2023 8:43:15"
"*05uiq*",5,6,54,"C","Alperen Sengun","HOU","Goose bumps","Oct 5, 2023 8:43:33"
"*0621l*",5,7,55,"C","Walker Kessler","UTA","Rustlin Jimmies","Oct 5, 2023 8:45:22"
"*03el5*",5,8,56,"F","Kristaps Porzingis","BOS","Sliding Door ii-V's","Oct 5, 2023 8:49:47"
"*03ad2*",5,9,57,"C","Myles Turner","IND","Ramos","Oct 5, 2023 9:25:23"
"*027p0*",5,10,58,"C","Nikola Vucevic","CHI","Tobias and The Never Nudes","Oct 5, 2023 10:22:41"
"*02nf3*",5,11,59,"G","Bradley Beal","PHO","Slayden","Oct 5, 2023 10:30:10"
"*04ewn*",5,12,60,"F","OG Anunoby","TOR","Korean Abdul-Jabbar","Oct 5, 2023 2:07:35"
"*04ewr*",6,1,61,"F","Kyle Kuzma","WAS","Korean Abdul-Jabbar","Oct 5, 2023 2:07:50"
"*05uii*",6,2,62,"F","Franz Wagner","ORL","Slayden","Oct 5, 2023 2:32:38"
"*02xg9*",6,3,63,"C","Rudy Gobert","MIN","Tobias and The Never Nudes","Oct 5, 2023 2:49:09"
"*04qs1*",6,4,64,"G","Anfernee Simons","POR","Ramos","Oct 5, 2023 2:56:32"
"*06211*",6,5,65,"F","Chet Holmgren","OKC","Sliding Door ii-V's","Oct 5, 2023 2:59:38"
"*01eo9*",6,6,66,"G","Jrue Holiday","BOS","Rustlin Jimmies","Oct 5, 2023 3:09:05"
"*05qtr*",6,7,67,"G","Devin Vassell","SA","Goose bumps","Oct 5, 2023 3:21:40"
"*031lx*",6,8,68,"G","CJ McCollum","NO","K1an","Oct 5, 2023 3:35:47"
"*03al0*",6,9,69,"F","Aaron Gordon","DEN","Bored Man","Oct 5, 2023 3:35:48"
"*04ewm*",6,10,70,"C","Jarrett Allen","CLE","Fried Nuggets","Oct 5, 2023 10:32:17"
"*051ot*",6,11,71,"G","Tyler Herro","MIA","Larry, Curry, & Zo","Oct 6, 2023 2:47:50"
"*03aq2*",6,12,72,"F","Jerami Grant","POR","Copenhagen Wildcats","Oct 6, 2023 2:49:10"
"*042n6*",7,1,73,"C","Jakob Poeltl","TOR","Copenhagen Wildcats","Oct 6, 2023 2:49:19"
"*0017e*",7,2,74,"G","Chris Paul","GS","Larry, Curry, & Zo","Oct 6, 2023 5:22:45"
"*0621b*",7,3,75,"G","Jalen Williams","OKC","Fried Nuggets","Oct 6, 2023 6:16:07"
"*02ng3*",7,4,76,"F","Khris Middleton","MIL","Bored Man","Oct 6, 2023 7:08:13"
"*03e74*",7,5,77,"G","Spencer Dinwiddie","BKN","K1an","Oct 6, 2023 7:19:07"
"*05uic*",7,6,78,"G","Jalen Green","HOU","Goose bumps","Oct 6, 2023 7:19:37"
"*06cdn*",7,7,79,"G","Scoot Henderson","POR","Rustlin Jimmies","Oct 6, 2023 7:40:04"
"*03nwl*",7,8,80,"G","Terry Rozier","CHA","Sliding Door ii-V's","Oct 6, 2023 7:49:50"
"*049s6*",7,9,81,"G","Markelle Fultz","ORL","Ramos","Oct 6, 2023 8:50:30"
"*04ewk*",7,10,82,"F","John Collins","UTA","Tobias and The Never Nudes","Oct 6, 2023 9:03:12"
"*05qtq*",7,11,83,"G","Tre Jones","SA","Slayden","Oct 6, 2023 9:29:59"
"*03ad0*",7,12,84,"G","Tyus Jones","WAS","Korean Abdul-Jabbar","Oct 6, 2023 10:01:45"
"*05uus*",8,1,85,"G","Austin Reaves","LAL","Korean Abdul-Jabbar","Oct 6, 2023 10:15:26"
"*051or*",8,2,86,"F","Cameron Johnson","BKN","Slayden","Oct 6, 2023 10:51:09"
"*027p4*",8,3,87,"F","Tobias Harris","PHI","Tobias and The Never Nudes","Oct 6, 2023 10:53:49"
"*051pi*",8,4,88,"F","Daniel Gafford","WAS","Ramos","Oct 6, 2023 11:07:06"
"*005ki*",8,5,89,"C","Brook Lopez","MIL","Sliding Door ii-V's","Oct 6, 2023 11:12:25"
"*0621c*",8,6,90,"C","Jalen Duren","DET","Rustlin Jimmies","Oct 6, 2023 12:54:54"
"*04qrp*",8,7,91,"F","Miles Bridges","CHA","Goose bumps","Oct 6, 2023 12:55:17"
"*027ou*",8,8,92,"G","Klay Thompson","GS","K1an","Oct 6, 2023 1:38:41"
"*06212*",8,9,93,"F","Jabari Smith","HOU","Bored Man","Oct 6, 2023 1:40:48"
"*005kc*",8,10,94,"G","Russell Westbrook","LAC","Fried Nuggets","Oct 6, 2023 2:08:54"
"*03lg1*",8,11,95,"G","Ben Simmons","BKN","Larry, Curry, & Zo","Oct 6, 2023 2:46:56"
"*04qrl*",8,12,96,"C","Wendell Carter","ORL","Copenhagen Wildcats","Oct 6, 2023 7:13:43"
"*03al1*",9,1,97,"G","Marcus Smart","MEM","Copenhagen Wildcats","Oct 6, 2023 7:24:13"
"*0621e*",9,2,98,"C","Mark Williams","CHA","Larry, Curry, & Zo","Oct 6, 2023 7:28:34"
"*051p9*",9,3,99,"F","Keldon Johnson","SA","Fried Nuggets","Oct 7, 2023 12:36:08"
"*03ad4*",9,4,100,"G","D'Angelo Russell","LAL","Bored Man","Oct 7, 2023 1:11:42"
"*027oo*",9,5,101,"C","Jonas Valanciunas","NO","K1an","Oct 7, 2023 2:56:16"
"*02ym0*",9,6,102,"F","Andrew Wiggins","GS","Goose bumps","Oct 7, 2023 4:55:55"
"*04qrr*",9,7,103,"F","Michael Porter","DEN","Rustlin Jimmies","Oct 7, 2023 9:03:30"
"*02nfz*",9,8,104,"F","Draymond Green","GS","Sliding Door ii-V's","Oct 7, 2023 9:06:17"
"*03e6s*",9,9,105,"C","Clint Capela","ATL","Ramos","Oct 7, 2023 9:20:56"
"*06214*",9,10,106,"G","Jaden Ivey","DET","Tobias and The Never Nudes","Oct 7, 2023 9:34:54"
"*05qtt*",9,11,107,"C","Onyeka Okongwu","ATL","Slayden","Oct 7, 2023 10:01:24"
"*06213*",9,12,108,"F","Keegan Murray","SAC","Korean Abdul-Jabbar","Oct 7, 2023 10:02:02"
"*06216*",10,1,109,"G","Shaedon Sharpe","POR","Korean Abdul-Jabbar","Oct 7, 2023 10:03:47"
"*03e6n*",10,2,110,"C","Jusuf Nurkic","PHO","Slayden","Oct 7, 2023 10:05:52"
"*06215*",10,3,111,"G","Bennedict Mathurin","IND","Tobias and The Never Nudes","Oct 7, 2023 10:11:33"
"*04ewc*",10,4,112,"F","Zach Collins","SA","Ramos","Oct 7, 2023 11:41:16"
"*05qu9*",10,5,113,"G","Immanuel Quickley","NY","Sliding Door ii-V's","Oct 7, 2023 1:12:06"
"*03byk*",10,6,114,"G","Jordan Clarkson","UTA","Rustlin Jimmies","Oct 7, 2023 1:14:43"
"*04ewt*",10,7,115,"G","Derrick White","BOS","Goose bumps","Oct 7, 2023 1:15:21"
"*04qsj*",10,8,116,"G","Bruce Brown","IND","K1an","Oct 7, 2023 1:44:43"
"*051oj*",10,9,117,"G","RJ Barrett","NY","Bored Man","Oct 7, 2023 1:46:00"
"*04qrm*",10,10,118,"G","Collin Sexton","UTA","Fried Nuggets","Oct 7, 2023 4:18:58"
"*0015e*",10,11,119,"G","Mike Conley","MIN","Larry, Curry, & Zo","Oct 7, 2023 4:59:04"
"*06ccf*",10,12,120,"F","Ausar Thompson","DET","Copenhagen Wildcats","Oct 7, 2023 10:20:17"
"*04ewu*",11,1,121,"G","Josh Hart","NY","Copenhagen Wildcats","Oct 7, 2023 10:46:34"
"*04qsd*",11,2,122,"C","Mitchell Robinson","NY","Larry, Curry, & Zo","Oct 8, 2023 3:35:06"
"*042n3*",11,3,123,"G","Buddy Hield","IND","Fried Nuggets","Oct 8, 2023 3:54:33"
"*04qs4*",11,4,124,"C","Robert Williams","POR","Bored Man","Oct 8, 2023 7:40:41"
"*06cca*",11,5,125,"F","Brandon Miller","CHA","K1an","Oct 8, 2023 8:10:53"
"*05qtj*",11,6,126,"F","Deni Avdija","WAS","Goose bumps","Oct 8, 2023 9:21:39"
"*03nwq*",11,7,127,"F","Christian Wood","LAL","Rustlin Jimmies","Oct 8, 2023 9:42:15"
"*05uir*",11,8,128,"F","Trey Murphy","NO","Sliding Door ii-V's","Oct 8, 2023 9:52:35"
"*031lz*",11,9,129,"C","Steven Adams","MEM","Ramos","Oct 8, 2023 11:29:49"
"*01uz7*",11,10,130,"F","Gordon Hayward","CHA","Tobias and The Never Nudes","Oct 8, 2023 11:36:11"
"*05qst*",11,11,131,"F","Paul Reed","PHI","Slayden","Oct 8, 2023 11:42:18"
"*042nt*",11,12,132,"C","Ivica Zubac","LAC","Korean Abdul-Jabbar","Oct 8, 2023 12:29:59"
"*04qrw*",12,1,133,"G","Kevin Huerter","SAC","Korean Abdul-Jabbar","Oct 8, 2023 12:30:10"
"*031m4*",12,2,134,"G","Dennis Schroder","TOR","Slayden","Oct 8, 2023 12:53:02"
"*000zv*",12,3,135,"C","Al Horford","BOS","Tobias and The Never Nudes","Oct 8, 2023 12:59:55"
"*06cc8*",12,4,136,"C","Dereck Lively","DAL","Ramos","Oct 8, 2023 1:15:53"
"*05uj9*",12,5,137,"F","Herbert Jones","NO","Sliding Door ii-V's","Oct 8, 2023 1:16:52"
"*06cby*",12,6,138,"G","Keyonte George","UTA","Rustlin Jimmies","Oct 8, 2023 1:21:53"
"*05qt0*",12,7,139,"F","Saddiq Bey","ATL","Goose bumps","Oct 8, 2023 1:32:04"
"*04qse*",12,8,140,"G","Gary Trent","TOR","K1an","Oct 8, 2023 2:11:13"
"*06ca8*",12,9,141,"F","Amen Thompson","HOU","Bored Man","Oct 8, 2023 2:45:51"
"*027pg*",12,10,142,"F","Bojan Bogdanovic","DET","Fried Nuggets","Oct 8, 2023 3:33:08"
"*04qsm*",12,11,143,"G","De'Anthony Melton","PHI","Larry, Curry, & Zo","Oct 8, 2023 3:35:27"
"*06218*",12,12,144,"F","Jeremy Sochan","SA","Copenhagen Wildcats","Oct 8, 2023 8:29:33"
"*051on*",13,1,145,"G","Coby White","CHI","Copenhagen Wildcats","Oct 8, 2023 8:42:38"
"*03nwn*",13,2,146,"F","Bobby Portis","MIL","Larry, Curry, & Zo","Oct 8, 2023 8:42:39"
"*05uiz*",13,3,147,"G","Quentin Grimes","NY","Fried Nuggets","Oct 9, 2023 12:50:40"
"*05qu0*",13,4,148,"F","Jaden McDaniels","MIN","Bored Man","Oct 9, 2023 12:50:41"
"*05qub*",13,5,149,"C","Isaiah Stewart","DET","K1an","Oct 9, 2023 1:35:18"
"*05qsx*",13,6,150,"F","Obi Toppin","IND","Goose bumps","Oct 9, 2023 3:43:40"
"*0621g*",13,7,151,"F","Tari Eason","HOU","Rustlin Jimmies","Oct 9, 2023 8:17:27"
"*042nw*",13,8,152,"G","Malcolm Brogdon","POR","Sliding Door ii-V's","Oct 9, 2023 8:53:56"
"*051os*",13,9,153,"F","P.J. Washington","CHA","Ramos","Oct 9, 2023 10:29:27"
"*042nf*",13,10,154,"G","Caris LeVert","CLE","Tobias and The Never Nudes","Oct 9, 2023 12:22:00"
"*06cab*",13,11,155,"F","Jarace Walker","IND","Slayden","Oct 9, 2023 12:24:27"
"*03ad7*",13,12,156,"F","Kevon Looney","GS","Korean Abdul-Jabbar","Oct 9, 2023 1:15:49"
"*0527h*",14,1,157,"C","Naz Reid","MIN","Korean Abdul-Jabbar","Oct 9, 2023 1:15:55"
"*05qtl*",14,2,158,"G","Cole Anthony","ORL","Slayden","Oct 9, 2023 1:22:32"
"*05uiw*",14,3,159,"F","Isaiah Jackson","IND","Tobias and The Never Nudes","Oct 9, 2023 1:35:30"
"*03e6u*",14,4,160,"G","Bogdan Bogdanovic","ATL","Ramos","Oct 9, 2023 1:55:44"
"*05qsl*",14,5,161,"F","Patrick Williams","CHI","Sliding Door ii-V's","Oct 9, 2023 1:57:59"
"*0015b*",14,6,162,"G","Kyle Lowry","MIA","Rustlin Jimmies","Oct 9, 2023 8:16:27"
"*031m0*",14,7,163,"C","Kelly Olynyk","UTA","Goose bumps","Oct 9, 2023 8:16:46"
"*031lv*",14,8,164,"G","Kentavious Caldwell-Pope","DEN","K1an","Oct 9, 2023 9:00:01"
"*03aq3*",14,9,165,"F","Kyle Anderson","MIN","Bored Man","Oct 9, 2023 9:01:09"
"*04ex8*",14,10,166,"G","Dillon Brooks","HOU","Fried Nuggets","Oct 9, 2023 11:14:03"
"*03r7u*",14,11,167,"G","Josh Richardson","MIA","Larry, Curry, & Zo","Oct 10, 2023 3:31:57"
"*05uiu*",14,12,168,"F","Jalen Johnson","ATL","Copenhagen Wildcats","Oct 10, 2023 3:53:28"
"*06220*",15,1,169,"G","Jaden Hardy","DAL","Copenhagen Wildcats","Oct 10, 2023 3:53:38"
"*04ewb*",15,2,170,"F","Jonathan Isaac","ORL","Larry, Curry, & Zo","Oct 10, 2023 9:36:27"
"*051op*",15,3,171,"F","Rui Hachimura","LAL","Fried Nuggets","Oct 10, 2023 12:33:58"
"*05uj1*",15,4,172,"G","Cameron Thomas","BKN","Bored Man","Oct 10, 2023 12:40:03"
"*051ok*",15,5,173,"F","De'Andre Hunter","ATL","K1an","Oct 10, 2023 3:15:08"
"*05uih*",15,6,174,"F","Jonathan Kuminga","GS","Goose bumps","Oct 10, 2023 3:15:17"
"*05uif*",15,7,175,"G","Jalen Suggs","ORL","Rustlin Jimmies","Oct 10, 2023 5:02:12"
"*04xdu*",15,8,176,"C","Drew Eubanks","PHO","Sliding Door ii-V's","Oct 10, 2023 6:20:13"
"*03r7z*",15,9,177,"G","Norman Powell","LAC","Ramos","Oct 10, 2023 6:22:20"
"*051p2*",15,10,178,"F","Grant Williams","DAL","Tobias and The Never Nudes","Oct 10, 2023 6:23:43"
"*042n2*",15,11,179,"G","Kris Dunn","UTA","Slayden","Oct 10, 2023 6:40:13"
"*0621f*",15,12,180,"F","AJ Griffin","ATL","Korean Abdul-Jabbar","Oct 10, 2023 7:42:18"
"*06217*",16,1,181,"G","Dyson Daniels","NO","Korean Abdul-Jabbar","Oct 10, 2023 7:42:35"
"*051pq*",16,2,182,"G","Talen Horton-Tucker","UTA","Slayden","Oct 10, 2023 8:05:27"
"*03wr4*",16,3,183,"G","T.J. McConnell","IND","Tobias and The Never Nudes","Oct 10, 2023 10:26:44"
"*03r7h*",16,4,184,"G","Delon Wright","WAS","Ramos","Oct 10, 2023 10:32:31"
"*04qs2*",16,5,185,"C","Moritz Wagner","ORL","Sliding Door ii-V's","Oct 11, 2023 5:03:38"
"*05uj0*",16,6,186,"G","Bones Hyland","LAC","Rustlin Jimmies","Oct 11, 2023 7:18:16"
"*03nwk*",16,7,187,"F","Kelly Oubre Jr.","PHI","Goose bumps","Oct 11, 2023 7:30:53"
"*05uip*",16,8,188,"F","Corey Kispert","WAS","K1an","Oct 11, 2023 8:06:15"
"*049ki*",16,9,189,"F","Marvin Bagley","DET","Bored Man","Oct 11, 2023 8:10:54"
"*02nf7*",16,10,190,"F","Harrison Barnes","SAC","Fried Nuggets","Oct 11, 2023 8:19:54"
"*055qo*",16,11,191,"F","Caleb Martin","MIA","Larry, Curry, & Zo","Oct 11, 2023 9:21:22"
"*049kc*",16,12,192,"G","Malik Monk","SAC","Copenhagen Wildcats","Oct 11, 2023 9:41:58"
"*05uj4*",17,1,193,"F","Santi Aldama","MEM","Copenhagen Wildcats","Oct 11, 2023 9:42:59"
"*0558t*",17,2,194,"F","Max Strus","CLE","Larry, Curry, & Zo","Oct 11, 2023 9:43:46"
"*05qu1*",17,3,195,"C","James Wiseman","DET","Fried Nuggets","Oct 11, 2023 12:07:57"
"*04qru*",17,4,196,"G","Donte DiVincenzo","NY","Bored Man","Oct 11, 2023 12:08:49"
"*031m9*",17,5,197,"C","Mason Plumlee","LAC","K1an","Oct 11, 2023 2:00:39"
"*0527l*",17,6,198,"G","Luguentz Dort","OKC","Goose bumps","Oct 11, 2023 2:01:23"
"*05qtd*",17,7,199,"C","Nick Richards","CHA","Rustlin Jimmies","Oct 11, 2023 8:48:31"
"*0621u*",17,8,200,"G","Andrew Nembhard","IND","Sliding Door ii-V's","Oct 12, 2023 12:44:35"
"*06cc1*",17,9,201,"F","Bilal Coulibaly","WAS","Ramos","Oct 12, 2023 1:07:07"
"*05qt9*",17,10,202,"G","Killian Hayes","DET","Tobias and The Never Nudes","Oct 12, 2023 4:04:01"
"*03r7l*",17,11,203,"F","Larry Nance","NO","Slayden","Oct 12, 2023 4:31:09"
"*0621k*",17,12,204,"G","Christian Braun","DEN","Korean Abdul-Jabbar","Oct 12, 2023 10:36:54"
"*04qsu*",18,1,205,"G","Shake Milton","MIN","Korean Abdul-Jabbar","Oct 12, 2023 11:15:10"
"*04ewd*",18,2,206,"G","Luke Kennard","MEM","Slayden","Oct 12, 2023 11:23:10"
"*06ccv*",18,3,207,"F","Trayce Jackson-Davis","GS","Tobias and The Never Nudes","Oct 12, 2023 1:30:56"
"*05qtf*",18,4,208,"F","Xavier Tillman","MEM","Ramos","Oct 12, 2023 1:41:30"
"*05qym*",18,5,209,"F","Kenyon Martin","LAC","Sliding Door ii-V's","Oct 12, 2023 2:55:11"
"*05qti*",18,6,210,"G","Josh Green","DAL","Rustlin Jimmies","Oct 12, 2023 5:46:26"
"*031mb*",18,7,211,"G","Tim Hardaway","DAL","Goose bumps","Oct 12, 2023 6:34:05"
"*05g3q*",18,8,212,"G","Gabe Vincent","LAL","K1an","Oct 12, 2023 8:54:58"
"*04ex5*",18,9,213,"C","Thomas Bryant","MIA","Bored Man","Oct 12, 2023 8:54:59"
"*05qt1*",18,10,214,"G","Payton Pritchard","BOS","Fried Nuggets","Oct 12, 2023 11:08:32"
"*049s5*",18,11,215,"G","Dennis Smith","BKN","Larry, Curry, & Zo","Oct 13, 2023 4:14:36"
"*04exk*",18,12,216,"F","Aleksandar Vezenkov","SAC","Copenhagen Wildcats","Oct 13, 2023 5:27:03"
