Name,Team,Pos,AVG,ESPN,CBS,Yahoo,Underdog,Fantrax,ESPN AAV,Status,Injury,Year
Yuta Watanabe,PHO,F,165.8,139.74,-,-,191.8,-,0.02,,,23
Bones Hyland,LAC,G,222.6,139.75,128.51,-,191.9,430.28,0.01,,,23
De'Anthony Melton,PHI,G,136,139.76,-,-,147.1,121.14,-1.0,,,23
Tristan Thompson,FA,C,139.8,139.77,-,-,-,-,-1.0,,,23
Rudy Gay,FA,F,139.8,139.77,-,-,-,-,-1.0,,,23
Kenyon Martin,LAC,F,226.9,139.78,-,-,185.8,355.11,-1.0,,,23
Gary Payton,GSW,G,139.8,139.78,-,-,-,-,0.01,,,23
Marcus Zegarowski,FA,G,139.8,139.78,-,-,-,-,-1.0,OUT,Knee,23
De'Andre Hunter,ATL,F,143.2,139.79,129.54,-,141.7,161.74,0.01,,,23
Blake Griffin,FA,C,139.8,139.79,-,-,-,-,0.01,,,23
Cody Zeller,NOP,C,139.8,139.79,-,-,-,-,-1.0,,,23
Jared Butler,WAS,G,139.8,139.8,-,-,-,-,-1.0,,,23
Justin Holiday,DEN,F,70.4,139.8,-,-,-,"1,203.80",-1.0,,,23
Andre Drummond,CHI,C,116.1,139.8,131.77,-,191.7,"1,191.80",0.03,,,23
Austin Rivers,FA,G,139.8,139.8,-,-,-,-,-1.0,,,23
Wang Zhelin,FA,C,139.8,139.8,-,-,-,-,-1.0,,,23
Grayson Allen,MIL,G,70.4,139.8,-,-,-,"1,154.80",-1.0,,,23
Duncan Robinson,MIA,F,70.4,139.81,-,-,-,"1,184.80",0.01,,,23
Joe Ingles,ORL,F,276.5,139.81,-,-,-,413.18,0.01,,,23
Jeff Green,HOU,F,139.8,139.82,-,-,-,-,0.01,,,23
Cameron Payne,SAS,G,218.4,139.82,-,-,191.1,324.23,-1.0,,,23
Joe Young,FA,G,139.8,139.83,-,-,-,-,-1.0,,,23
Lonnie Walker,BKN,F,110.9,139.84,-,-,191.8,"1,181.80",0.02,,,23
Saben Lee,PHO,G,139.8,139.84,-,-,-,-,-1.0,,,23
Maxi Kleber,DAL,F,139.8,139.84,-,-,-,-,0.01,,,23
Boban Marjanovic,FA,C,139.9,139.85,-,-,-,-,0.14,,,23
Aleksej Pokusevski,OKC,F,158.1,139.85,147.12,-,187.3,-,-1.0,GTD,Arm,23
Patty Mills,ATL,G,139.9,139.85,-,-,-,-,-1.0,,,23
Moses Wright,FA,C,139.9,139.86,-,-,-,-,-1.0,,,23
Juan Toscano-Anderson,FA,F,139.9,139.86,-,-,-,-,-1.0,,,23
P.J. Tucker,PHI,F,139.9,139.86,-,-,-,-,-1.0,,,23
Jaxson Hayes,LAL,C,233.4,139.87,-,-,190.9,369.37,0.01,,,23
Christian Braun,DEN,G,232.9,139.87,-,-,190.2,368.72,-1.0,,,23
Marcus Morris,LAC,F,139.9,139.87,-,-,-,-,-1.0,,,23
Oshae Brissett,BOS,F,70.4,139.87,-,-,-,"1,176.80",-1.0,,,23
Maurice Harkless,FA,F,139.9,139.87,-,-,-,-,-1.0,,,23
Eric Gordon,PHO,G,237.3,139.88,160.63,-,-,411.27,0.01,,,23
Ziaire Williams,MEM,F,139.9,139.88,-,-,-,-,0.11,,,23
Robert Woodard,FA,F,139.9,139.88,-,-,-,-,-1.0,,,23
Moses Moody,GSW,G,139.9,139.89,-,-,-,-,0.02,,,23
Payton Pritchard,BOS,G,139.9,139.89,-,-,-,-,-1.0,,,23
Nickeil Alexander-Walker,MIN,G,139.9,139.89,-,-,-,-,-1.0,,,23
Justin Wright-Foreman,FA,G,139.9,139.89,-,-,-,-,-1.0,,,23
Damian Jones,CLE,C,139.9,139.89,-,-,-,-,-1.0,,,23
Moritz Wagner,ORL,C,210.8,139.89,-,-,-,281.64,0.01,,,23
Brad Wanamaker,FA,G,139.9,139.89,-,-,-,-,-1.0,,,23
DeAndre Jordan,DEN,C,139.9,139.89,-,-,-,-,0.04,,,23
Patric Young,FA,C,139.9,139.89,-,-,-,-,-1.0,,,23
Robin Lopez,MIL,C,139.9,139.9,-,-,-,-,-1.0,,,23
Rajon Rondo,FA,G,139.9,139.9,-,-,-,-,-1.0,,,23
Isaiah Jackson,IND,C,162.2,139.9,-,-,191.5,155.27,0.04,,,23
TyTy Washington,MIL,G,139.9,139.9,-,-,-,-,-1.0,,,23
T.J. McConnell,IND,G,259.8,139.9,-,-,-,379.66,-1.0,,,23
McKinley Wright,FA,G,139.9,139.9,-,-,-,-,-1.0,GTD,Ankle,23
Josh Christopher,MEM,G,139.9,139.9,-,-,-,-,-1.0,,,23
Doug McDermott,SAS,F,148.2,139.91,156.43,-,-,-,0.03,,,23
MarJon Beauchamp,MIL,F,139.9,139.91,-,-,-,-,-1.0,,,23
Rade Zagorac,FA,F,139.9,139.91,-,-,-,-,-1.0,,,23
Johnny Davis,WAS,G,139.9,139.91,-,-,-,-,-1.0,GTD,Undisclosed,23
Lance Stephenson,FA,G,139.9,139.91,-,-,-,-,-1.0,,,23
Malachi Flynn,TOR,G,70.5,139.91,-,-,-,"1,086.00",-1.0,,,23
Tari Eason,HOU,F,135.6,139.91,138.14,-,130.9,133.35,-1.0,,,23
Simone Fontecchio,UTA,F,139.9,139.91,-,-,-,-,-1.0,,,23
Cat Barber,FA,G,139.9,139.92,-,-,-,-,-1.0,,,23
Cedi Osman,SAS,F,139.9,139.92,-,-,-,-,-1.0,,,23
Svi Mykhailiuk,BOS,G,139.9,139.92,-,-,-,-,0.01,,,23
Ish Wainright,PHO,F,139.9,139.92,-,-,-,-,-1.0,,,23
Aaron Holiday,HOU,G,139.9,139.92,-,-,-,-,-1.0,,,23
Zhou Qi,FA,F,139.9,139.92,-,-,-,-,0.01,,,23
Wenyen Gabriel,FA,F,139.9,139.92,-,-,-,-,-1.0,,,23
Coby White,CHI,G,162.2,139.92,-,-,189.8,156.98,0.01,,,23
Obi Toppin,IND,F,141,139.92,143.86,-,130.1,150.01,0.02,,,23
Mac McClung,ORL,G,139.9,139.92,-,-,-,-,-1.0,,,23
Gorgui Dieng,FA,C,139.9,139.92,-,-,-,-,-1.0,,,23
Kira Lewis,NOP,G,139.9,139.92,-,-,-,-,-1.0,,,23
London Perrantes,FA,G,139.9,139.92,-,-,-,-,-1.0,,,23
Nate Wolters,FA,G,139.9,139.93,-,-,-,-,-1.0,,,23
Grant Williams,DAL,F,151.1,139.93,-,-,155.4,157.95,-1.0,GTD,Hand,23
Terrence Ross,FA,F,139.9,139.93,-,-,-,-,-1.0,,,23
Bismack Biyombo,FA,C,139.9,139.93,-,-,-,-,-1.0,,,23
Duane Washington,NYK,G,139.9,139.93,-,-,-,-,-1.0,,,23
Quinndary Weatherspoon,FA,G,139.9,139.93,-,-,-,-,-1.0,,,23
Admiral Schofield,ORL,F,139.9,139.93,-,-,-,-,-1.0,,,23
Isaiah Thomas,FA,G,139.9,139.93,-,-,-,-,0.01,,,23
Dewayne Dedmon,FA,C,139.9,139.93,-,-,-,-,0.01,,,23
Norvel Pelle,FA,C,139.9,139.93,-,-,-,-,-1.0,GTD,Personal,23
Serge Ibaka,FA,C,139.9,139.93,-,-,-,-,-1.0,,,23
Sam Hauser,BOS,F,139.9,139.93,-,-,-,-,-1.0,,,23
Raul Neto,FA,G,139.9,139.93,-,-,-,-,-1.0,,,23
Mangok Mathiang,FA,C,139.9,139.93,-,-,-,-,-1.0,,,23
Anthony Lamb,FA,F,139.9,139.93,-,-,-,-,0.02,,,23
Isaiah Cousins,FA,G,139.9,139.93,-,-,-,-,-1.0,,,23
Rakeem Christmas,FA,F,139.9,139.94,-,-,-,-,-1.0,,,23
Drew Eubanks,PHO,C,197.3,139.94,-,-,-,254.59,-1.0,,,23
Tyler Davis,FA,C,139.9,139.94,-,-,-,-,0.01,,,23
Talen Horton-Tucker,UTA,F,209.2,139.94,-,-,191.8,295.83,-1.0,,,23
Lindy Waters,OKC,F,139.9,139.94,-,-,-,-,-1.0,,,23
Nikola Milutinov,FA,C,139.9,139.94,-,-,-,-,-1.0,,,23
Gary Harris,ORL,G,139.9,139.94,-,-,-,-,0.01,,,23
Zach Collins,SAS,C,142.8,139.94,152.47,-,158,120.76,0.01,GTD,Finger,23
Malaki Branham,SAS,G,110.6,139.94,-,-,190.8,"1,182.80",-1.0,,,23
Andrew Nembhard,IND,G,184.5,139.94,-,-,191.9,221.74,0.01,,,23
Kendall Brown,IND,F,139.9,139.94,-,-,-,-,-1.0,,,23
Joe Harris,DET,G,97.2,139.95,150.52,-,-,"1,201.80",-1.0,,,23
Isaiah Roby,NYK,F,140,139.95,-,-,-,-,-1.0,,,23
JaVale McGee,SAC,C,165.7,139.95,-,-,191.4,-,0.01,,,23
Justin James,FA,G,140,139.95,-,-,-,-,-1.0,,,23
Garrison Mathews,ATL,G,140,139.95,-,-,-,-,-1.0,,,23
James McAdoo,FA,F,140,139.95,-,-,-,-,-1.0,,,23
Delon Wright,WAS,G,169.5,139.95,-,-,191.6,176.99,-1.0,,,23
Josh Okogie,PHO,F,70.5,139.95,-,-,-,"1,172.80",-1.0,,,23
Cam Reddish,LAL,F,241.2,139.95,-,-,191.6,391.95,0.01,,,23
Georges Niang,CLE,F,70.5,139.95,-,-,-,"1,080.00",-1.0,,,23
Devontae Cacok,FA,F,140,139.95,-,-,-,-,-1.0,,,23
Trevor Ariza,FA,F,140,139.95,-,-,-,-,0.01,,,23
Dario Saric,GSW,F,140,139.95,-,-,-,-,-1.0,,,23
Isaac Okoro,CLE,F,140,139.95,-,-,-,-,-1.0,,,23
Cleanthony Early,FA,F,140,139.95,-,-,-,-,-1.0,,,23
Jordan Adams,FA,G,140,139.95,-,-,-,-,-1.0,,,23
Ryan Arcidiacono,FA,G,140,139.95,-,-,-,-,-1.0,GTD,Back,23
Brandon Williams,FA,G,140,139.95,-,-,-,-,-1.0,,,23
Max Christie,LAL,G,165.5,139.95,-,-,191.1,-,-1.0,GTD,Hip,23
Dakari Johnson,FA,C,140,139.95,-,-,-,-,-1.0,,,23
Georgios Papagiannis,FA,C,140,139.96,-,-,-,-,-1.0,,,23
Alex Kirk,FA,C,140,139.96,-,-,-,-,-1.0,,,23
Billy Garrett,FA,G,140,139.96,-,-,-,-,-1.0,,,23
Landry Shamet,WAS,G,140,139.96,-,-,-,-,-1.0,,,23
Andre Iguodala,FA,F,140,139.96,-,-,-,-,-1.0,GTD,Wrist,23
Taurean Prince,LAL,F,140,139.96,-,-,-,-,0.01,,,23
Reggie Perry,FA,C,140,139.96,-,-,-,-,-1.0,,,23
Dewan Hernandez,FA,C,140,139.96,-,-,-,-,-1.0,,,23
J.J. O'Brien,FA,F,140,139.96,-,-,-,-,-1.0,,,23
Tim Quarterman,FA,G,140,139.96,-,-,-,-,-1.0,,,23
Alec Peters,FA,F,140,139.96,-,-,-,-,-1.0,,,23
Isaiah Livers,DET,F,140,139.96,-,-,-,-,-1.0,,,23
Danuel House,PHI,F,140,139.96,-,-,-,-,-1.0,,,23
Zoran Dragic,FA,G,140,139.96,-,-,-,-,-1.0,,,23
David Michineau,FA,G,140,139.96,-,-,-,-,-1.0,,,23
Filip Petrusev,PHI,F,140,139.96,-,-,-,-,-1.0,,,23
Chasson Randle,FA,G,140,139.96,-,-,-,-,-1.0,,,23
Jaylen Hands,FA,G,140,139.96,-,-,-,-,-1.0,,,23
Jamorko Pickett,FA,F,140,139.96,-,-,-,-,-1.0,,,23
Terance Mann,LAC,G,195.8,139.96,-,-,-,251.55,-1.0,,,23
Cameron Bairstow,FA,F,140,139.96,-,-,-,-,-1.0,,,23
Kai Jones,CHA,C,140,139.96,-,-,-,-,0.01,,,23
DeAndre Daniels,FA,F,140,139.96,-,-,-,-,-1.0,,,23
Wesley Matthews,ATL,G,140,139.96,-,-,-,-,-1.0,,,23
Cassius Winston,FA,G,140,139.96,-,-,-,-,-1.0,,,23
Miye Oni,ORL,G,140,139.96,-,-,-,-,-1.0,,,23
JD Davison,BOS,G,140,139.96,-,-,-,-,-1.0,,,23
Theo Pinson,FA,G,140,139.96,-,-,-,-,-1.0,,,23
Walter Lemon,FA,G,140,139.96,-,-,-,-,-1.0,,,23
James Bouknight,CHA,G,140,139.96,-,-,-,-,-1.0,,,23
Gian Clavell,FA,G,140,139.96,-,-,-,-,-1.0,,,23
Ochai Agbaji,UTA,G,165.6,139.96,-,-,191.3,-,-1.0,GTD,Back,23
Chris Duarte,SAC,F,141,139.96,91.28,-,191.7,-,-1.0,,,23
Paul Reed,PHI,F,160.5,139.96,-,-,183.8,157.87,-1.0,,,23
Michael Gbinije,FA,G,140,139.96,-,-,-,-,-1.0,,,23
Malcolm Miller,FA,F,140,139.96,-,-,-,-,-1.0,,,23
Cory Joseph,GSW,G,140,139.97,-,-,-,-,-1.0,,,23
Yves Pons,FA,F,140,139.97,-,-,-,-,-1.0,,,23
Mamadi Diakite,FA,F,140,139.97,-,-,-,-,-1.0,,,23
Terry Taylor,CHI,F,140,139.97,-,-,-,-,-1.0,,,23
Elfrid Payton,FA,G,140,139.97,-,-,-,-,-1.0,,,23
Matt Mooney,FA,G,140,139.97,-,-,-,-,-1.0,,,23
Chris McCullough,FA,F,140,139.97,-,-,-,-,-1.0,,,23
Matt Thomas,FA,G,140,139.97,-,-,-,-,-1.0,,,23
Ognjen Jaramaz,FA,G,140,139.97,-,-,-,-,-1.0,,,23
Keita Bates-Diop,PHO,F,285.2,139.97,-,-,-,430.38,-1.0,,,23
Phil Pressey,FA,G,140,139.97,-,-,-,-,-1.0,,,23
Troy Williams,FA,F,140,139.97,-,-,-,-,-1.0,,,23
Jeremiah Robinson-Earl,OKC,C,140,139.97,-,-,-,-,-1.0,,,23
Dee Bost,FA,G,140,139.97,-,-,-,-,-1.0,,,23
Willie Cauley-Stein,FA,C,140,139.97,-,-,-,-,-1.0,,,23
Arnoldas Kulboka,FA,F,140,139.97,-,-,-,-,-1.0,,,23
Adreian Payne,FA,F,140,139.97,-,-,-,-,-1.0,,,23
Jorge Gutierrez,FA,G,140,139.97,-,-,-,-,-1.0,,,23
Amile Jefferson,FA,F,140,139.97,-,-,-,-,-1.0,,,23
Cody Martin,CHA,G,140,139.97,-,-,-,-,-1.0,GTD,Knee,23
Dwight Buycks,FA,G,140,139.97,-,-,-,-,-1.0,,,23
Kyle Guy,FA,G,140,139.97,-,-,-,-,-1.0,,,23
Erik McCree,FA,F,140,139.97,-,-,-,-,-1.0,,,23
Jaime Echenique,FA,C,140,139.97,-,-,-,-,-1.0,,,23
Mitch McGary,FA,F,140,139.97,-,-,-,-,-1.0,,,23
Jordan Bell,FA,C,140,139.97,-,-,-,-,-1.0,,,23
Sheldon Mac,FA,G,140,139.97,-,-,-,-,-1.0,,,23
Abdel Nader,FA,F,140,139.97,-,-,-,-,-1.0,GTD,Knee,23
Jordan McLaughlin,MIN,G,140,139.97,-,-,-,-,-1.0,,,23
Matteo Spagnolo,FA,G,140,139.97,-,-,-,-,-1.0,,,23
Goran Dragic,FA,G,140,139.97,-,-,-,-,-1.0,,,23
Jalen Smith,IND,F,113.8,139.97,122.55,-,191.5,"1,149.80",-1.0,,,23
Isaia Cordinier,FA,G,140,139.97,-,-,-,-,-1.0,,,23
Ben Bentil,FA,F,140,139.97,-,-,-,-,-1.0,,,23
Jabari Brown,FA,G,140,139.98,-,-,-,-,-1.0,,,23
Scotty Hopson,FA,G,140,139.98,-,-,-,-,-1.0,OUT,Undisclosed,23
Jamil Wilson,FA,F,140,139.98,-,-,-,-,-1.0,,,23
Melvin Frazier,FA,G,140,139.98,-,-,-,-,-1.0,,,23
Jameel Warney,FA,F,140,139.98,-,-,-,-,-1.0,,,23
Jason Preston,LAC,G,140,139.98,-,-,-,-,-1.0,,,23
Zach Lofton,FA,G,140,139.98,-,-,-,-,-1.0,,,23
Juancho Hernangomez,FA,F,140,139.98,-,-,-,-,-1.0,,,23
Jarnell Stokes,FA,F,140,139.98,-,-,-,-,-1.0,,,23
Chimezie Metu,PHO,C,140,139.98,-,-,-,-,-1.0,,,23
Dalen Terry,CHI,G,140,139.98,-,-,-,-,-1.0,,,23
Dean Wade,CLE,F,140,139.98,-,-,-,-,-1.0,,,23
Jordan Bone,FA,G,140,139.98,-,-,-,-,-1.0,,,23
Kennedy Chandler,FA,G,140,139.98,-,-,-,-,-1.0,,,23
Enes Freedom,FA,C,140,139.98,-,-,-,-,-1.0,,,23
Kenrich Williams,OKC,F,140,139.98,-,-,-,-,-1.0,GTD,Wrist,23
Matt Costello,FA,F,140,139.98,-,-,-,-,-1.0,,,23
Ish Smith,FA,G,140,139.98,-,-,-,-,-1.0,,,23
Joe Johnson,FA,F,140,139.98,-,-,-,-,-1.0,,,23
Dalano Banton,BOS,G,140,139.98,-,-,-,-,-1.0,,,23
Javonte Green,FA,F,140,139.98,-,-,-,-,-1.0,,,23
Torrey Craig,CHI,F,70.5,139.98,-,-,-,"1,198.80",0.01,,,23
C.J. Williams,FA,F,140,139.98,-,-,-,-,-1.0,,,23
Moses Brown,POR,C,140,139.98,-,-,-,-,-1.0,,,23
Jemerrio Jones,FA,F,140,139.98,-,-,-,-,-1.0,OFS,Knee,23
Romeo Langford,UTA,F,140,139.98,-,-,-,-,-1.0,,,23
Khalifa Diop,FA,C,140,139.98,-,-,-,-,-1.0,,,23
Willie Reed,FA,C,140,139.98,-,-,-,-,-1.0,,,23
Dru Smith,MIA,G,140,139.98,-,-,-,-,0.02,,,23
Jamel Artis,FA,G,140,139.98,-,-,-,-,-1.0,,,23
James Nunnally,FA,F,140,139.98,-,-,-,-,-1.0,,,23
Skylar Mays,FA,G,140,139.98,-,-,-,-,-1.0,,,23
Damion Lee,PHO,G,140,139.98,-,-,-,-,-1.0,,,23
Jarron Cumberland,FA,G,140,139.98,-,-,-,-,-1.0,OUT,Personal,23
Sam Dekker,FA,F,140,139.98,-,-,-,-,-1.0,,,23
Luke Kornet,BOS,C,140,139.99,-,-,-,-,-1.0,,,23
Kevin Knox,FA,F,140,139.99,-,-,-,-,-1.0,,,23
Kris Dunn,UTA,G,194.4,139.99,-,-,-,248.82,-1.0,,,23
Evan Fournier,NYK,G,140.2,139.99,140.31,-,-,-,-1.0,,,23
Jordan Nwora,IND,F,140,139.99,-,-,-,-,-1.0,,,23
Haywood Highsmith,MIA,F,140,139.99,-,-,-,-,-1.0,,,23
James Webb,FA,F,140,139.99,-,-,-,-,-1.0,,,23
Taj Gibson,FA,C,140,139.99,-,-,-,-,-1.0,,,23
Sim Bhullar,FA,C,140,139.99,-,-,-,-,-1.0,,,23
Usman Garuba,FA,F,140,139.99,-,-,-,-,-1.0,,,23
Eugene Omoruyi,WAS,F,140,139.99,-,-,-,-,-1.0,GTD,Ankle,23
Julian Washburn,FA,F,140,139.99,-,-,-,-,-1.0,,,23
Brodric Thomas,FA,G,140,139.99,-,-,-,-,-1.0,,,23
Devin Robinson,FA,F,140,139.99,-,-,-,-,-1.0,,,23
James Ennis,FA,F,140,139.99,-,-,-,-,-1.0,,,23
Mike Muscala,WAS,C,70.5,139.99,-,-,-,"1,169.80",-1.0,,,23
Isaiah Joe,OKC,G,140,139.99,-,-,-,-,-1.0,,,23
Chuma Okeke,ORL,F,140,139.99,-,-,-,-,-1.0,,,23
Shaquille Harrison,MEM,G,140,139.99,-,-,-,-,-1.0,,,23
Will Barton,FA,F,128.7,139.99,117.34,-,-,-,-1.0,,,23
Ousmane Dieng,OKC,F,140,139.99,-,-,-,-,-1.0,,,23
Scottie Lewis,FA,G,140,139.99,-,-,-,-,-1.0,OUT,Leg,23
Sasha Vezenkov,SAC,F,206,139.99,-,-,-,272.05,-1.0,,,23
D.J. Wilson,FA,C,140,139.99,-,-,-,-,-1.0,,,23
Goga Bitadze,ORL,C,165.9,139.99,-,-,191.9,-,-1.0,,,23
Frank Kaminsky,FA,C,140,139.99,-,-,-,-,-1.0,,,23
Richaun Holmes,DAL,C,162.7,139.99,-,-,187.1,160.94,-1.0,,,23
Avery Bradley,FA,G,140,139.99,-,-,-,-,-1.0,,,23
Brandon Clarke,MEM,F,109.2,139.99,118.38,-,177.4,"1,077.00",-1.0,OUT,Achilles,23
Deni Avdija,WAS,F,130.1,139.99,-,-,117.8,132.38,0.12,GTD,Hip,23
Trey Burke,FA,G,140,139.99,-,-,-,-,-1.0,,,23
RaiQuan Gray,FA,F,140,139.99,-,-,-,-,-1.0,,,23
Corey Kispert,WAS,G,163.1,139.99,-,-,190.3,158.91,-1.0,,,23
D.J. Augustin,FA,G,140,139.99,-,-,-,-,-1.0,,,23
Edmond Sumner,FA,G,140,139.99,-,-,-,-,-1.0,,,23
Naji Marshall,NOP,F,140,140,-,-,-,-,-1.0,,,23
Bruno Fernando,ATL,C,140,140,-,-,-,-,-1.0,,,23
Arturas Gudaitis,FA,C,140,140,-,-,-,-,-1.0,,,23
Jake LaRavia,MEM,F,140,140,-,-,-,-,-1.0,,,23
Jontay Porter,FA,F,140,140,-,-,-,-,-1.0,,,23
Willy Hernangomez,FA,C,140,140,-,-,-,-,-1.0,,,23
Michael Carter-Williams,FA,G,140,140,-,-,-,-,-1.0,,,23
JaKarr Sampson,FA,F,140,140,-,-,-,-,-1.0,,,23
Grant Jerrett,FA,F,140,140,-,-,-,-,-1.0,,,23
Joe Wieskamp,DAL,G,140,140,-,-,-,-,-1.0,,,23
Naz Reid,MIN,C,150,140,-,-,158.4,151.56,-1.0,GTD,Wrist,23
Dwight Powell,DAL,C,70.5,140,-,-,-,"1,163.80",-1.0,,,23
Bryce McGowens,CHA,G,140,140,-,-,-,-,-1.0,,,23
Sandro Mamukelashvili,SAS,C,140,140,-,-,-,-,-1.0,,,23
Blake Wesley,SAS,G,140,140,-,-,-,-,-1.0,,,23
Thomas Bryant,MIA,C,96.6,140,148.66,-,-,"1,146.80",-1.0,,,23
R.J. Hampton,FA,G,140,140,-,-,-,-,-1.0,,,23
Isaiah Stewart,DET,C,153.6,140,142.94,-,179.5,151.95,-1.0,,,23
Dylan Windler,NYK,G,140,140,-,-,-,-,-1.0,GTD,Foot,23
Marcus Derrickson,FA,F,140,140,-,-,-,-,-1.0,,,23
Jared Terrell,FA,G,140,140,-,-,-,-,-1.0,,,23
Joe Chealey,FA,G,140,140,-,-,-,-,-1.0,,,23
Deividas Sirvydis,FA,F,140,140,-,-,-,-,-1.0,,,23
Brandon Sampson,FA,G,140,140,-,-,-,-,-1.0,,,23
Keenan Evans,FA,G,140,140,-,-,-,-,-1.0,,,23
Alize Johnson,FA,F,140,140,-,-,-,-,-1.0,,,23
Isaiah Hicks,FA,C,140,140,-,-,-,-,-1.0,,,23
Mychal Mulder,FA,G,140,140,-,-,-,-,-1.0,,,23
Isaiah Briscoe,FA,G,140,140,-,-,-,-,-1.0,,,23
Isaiah Taylor,FA,G,140,140,-,-,-,-,-1.0,,,23
Nicolas Laprovittola,FA,G,140,140,-,-,-,-,-1.0,,,23
Josh Magette,FA,G,140,140,-,-,-,-,-1.0,,,23
Darren Collison,FA,G,140,140,-,-,-,-,-1.0,,,23
Lucas Nogueira,FA,C,140,140,-,-,-,-,-1.0,,,23
Archie Goodwin,FA,G,140,140,-,-,-,-,-1.0,,,23
Joffrey Lauvergne,FA,F,140,140,-,-,-,-,-1.0,,,23
Vince Hunter,FA,F,140,140,-,-,-,-,-1.0,,,23
Cady Lalanne,FA,C,140,140,-,-,-,-,-1.0,,,23
Marcus Thornton,FA,G,140,140,-,-,-,-,-1.0,,,23
Aaron White,FA,F,140,140,-,-,-,-,-1.0,,,23
Shayne Whittington,FA,C,140,140,-,-,-,-,-1.0,,,23
Keith Appling,FA,G,140,140,-,-,-,-,-1.0,,,23
Noah Vonleh,FA,C,140,140,-,-,-,-,-1.0,,,23
Rodney Hood,FA,G,140,140,-,-,-,-,-1.0,,,23
Walter Tavares,FA,C,140,140,-,-,-,-,-1.0,,,23
Trey McKinney-Jones,FA,G,140,140,-,-,-,-,-1.0,,,23
Ky Bowman,FA,G,140,140,-,-,-,-,-1.0,,,23
Marko Guduric,FA,G,140,140,-,-,-,-,-1.0,,,23
Tyrell Terry,FA,G,140,140,-,-,-,-,-1.0,,,23
Zavier Simpson,DET,G,140,140,-,-,-,-,-1.0,,,23
Vernon Carey,FA,C,140,140,-,-,-,-,-1.0,,,23
Elijah Hughes,FA,G,140,140,-,-,-,-,-1.0,,,23
Georgios Kalaitzakis,FA,G,140,140,-,-,-,-,-1.0,,,23
Daniel Oturu,FA,C,140,140,-,-,-,-,-1.0,,,23
Cameron McGriff,FA,F,140,140,-,-,-,-,-1.0,,,23
Kevin Pangos,FA,G,140,140,-,-,-,-,-1.0,,,23
Yannick Nzosa,FA,C,140,140,-,-,-,-,-1.0,,,23
Trevor Keels,FA,G,140,140,-,-,-,-,-1.0,,,23
Mason Jones,FA,G,140,140,-,-,-,-,-1.0,,,23
Yam Madar,FA,G,140,140,-,-,-,-,-1.0,,,23
David Duke,FA,G,140,140,-,-,-,-,-1.0,,,23
Carlik Jones,CHI,G,140,140,-,-,-,-,-1.0,,,23
Juhann Begarin,FA,G,140,140,-,-,-,-,-1.0,,,23
Armoni Brooks,BKN,G,140,140,-,-,-,-,-1.0,,,23
Ty Jerome,CLE,G,140,140,-,-,-,-,-1.0,,,23
Killian Tillie,FA,F,140,140,-,-,-,-,-1.0,,,23
Didi Louzada,FA,G,140,140,-,-,-,-,-1.0,,,23
Zylan Cheatham,FA,F,140,140,-,-,-,-,-1.0,,,23
Juwan Morgan,FA,F,140,140,-,-,-,-,-1.0,,,23
Joel Ayayi,FA,G,140,140,-,-,-,-,-1.0,,,23
Greg Brown,DAL,F,140,140,-,-,-,-,-1.0,,,23
Nate Hinton,HOU,F,140,140,-,-,-,-,-1.0,,,23
Josh Hall,FA,F,140,140,-,-,-,-,-1.0,,,23
Vit Krejci,FA,G,140,140,-,-,-,-,-1.0,,,23
Keon Johnson,POR,G,140,140,-,-,-,-,-1.0,GTD,Finger,23
Gabriel Deck,FA,F,140,140,-,-,-,-,-1.0,,,23
Neemias Queta,SAC,C,140,140,-,-,-,-,-1.0,GTD,Foot,23
MJ Walker,FA,G,140,140,-,-,-,-,-1.0,,,23
Moussa Diabate,LAC,F,140,140,-,-,-,-,-1.0,GTD,Ribs,23
Jack White,OKC,F,140,140,-,-,-,-,-1.0,,,23
Gabriele Procida,FA,F,140,140,-,-,-,-,-1.0,,,23
Andrew White,FA,F,140,140,-,-,-,-,-1.0,,,23
Isaac Humphries,FA,C,140,140,-,-,-,-,-1.0,,,23
Kobi Simmons,FA,G,140,140,-,-,-,-,-1.0,,,23
Tony Bradley,FA,C,140,140,-,-,-,-,-1.0,,,23
Frank Jackson,FA,G,140,140,-,-,-,-,-1.0,,,23
Okaro White,FA,F,140,140,-,-,-,-,-1.0,,,23
Nicolas Brussino,FA,F,140,140,-,-,-,-,-1.0,,,23
Cheick Diallo,FA,F,140,140,-,-,-,-,-1.0,,,23
Joel Bolomboy,FA,F,140,140,-,-,-,-,-1.0,,,23
Ron Baker,FA,G,140,140,-,-,-,-,-1.0,,,23
Dusty Hannahs,FA,G,140,140,-,-,-,-,-1.0,GTD,Undisclosed,23
Issuf Sanon,FA,G,140,140,-,-,-,-,-1.0,,,23
Gary Clark,FA,F,140,140,-,-,-,-,-1.0,,,23
Cam Reynolds,FA,F,140,140,-,-,-,-,-1.0,,,23
Daryl Macon,FA,G,140,140,-,-,-,-,-1.0,,,23
Deng Adel,FA,F,140,140,-,-,-,-,-1.0,,,23
Troy Brown,MIN,F,70.5,140,-,-,-,"1,199.80",-1.0,,,23
Vander Blue,FA,G,140,140,-,-,-,-,-1.0,,,23
Tim Frazier,FA,G,140,140,-,-,-,-,-1.0,,,23
Langston Galloway,FA,G,140,140,-,-,-,-,-1.0,,,23
Trey Lyles,SAC,F,70.5,140,-,-,-,"1,174.80",-1.0,,,23
